"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
18836																																																																13162	0		1021			3387	7806		1126	144872	0	0	0	59337	1460		8011	1937	2026	4765	9395	10078	30914	10604	5516	9444	13345	16301	30020				0	403					10280	10908	13647	9256							0														144872				1251		0	0		3188													9891			CONF	CONF					
18854																																																																41249	37493	0	23438	568816	0	568816	2215		60	1393920	3157	0	0	95233	1933	53394	567555	34158	8048	45100	7837	90	0	919003	88827	128598	116367	7805	0	0	0	0	0	0	0				61423	77629	104513	374909	0	0				0	0													0	146551				0	0	0	0	0	3757	0	0	0	0	0	0	0	0	0	0	0	0	4409	0	0	CONF	CONF				0	
19356																																																															0	1364	502		2314			17093	17		0	103794	0	0	0	28780	709		22161	5047	2899	6562	5458	7249	1487	11620	10043	26363	14929	4200	7852				0	0					1758	5413	15813	24162							77														11885				80		0	1034		2996													1839			CONF	CONF					
19936																																																																29735	17946		19900			39945	2813		0	241756	0	0	0	34236	304		53031	1449	2022	5063	9665	15898	0	49739	11147	56317	40506	47504	2040				0	238					193	9628	36852	41423							0														27587				85		0	2440		2601													3502			CONF	CONF					
19972																																																															0	65	0		0			130	0		0	49128	0	0	0	42047	2967		0	41	22	150	559	6081	33608	24	3	97	74	1105	5713				0	0					3919	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
20053																																																																25064	3028		4873			15602	4950		418	148404	0	0	0	30296	1083		32604	1143	1855	7753	13660	1038	4658	15588	14048	44533	36218	5656	1011				39	23					7017	58	50983	2083							0													0	25514				0		0	0		1999													888			CONF	CONF				0	
20633																																																																6610	26228		165			5651	3740		120	271423	883	0	0	97036	368		23005	3135	3658	13033	28755	12825	35415	25049	12466	24391	31565	7224	74036				0	0					1205	14292	22121	92401							0														254320				568		0	470		107													1792			CONF	CONF					
20857																																																																105061	2823		109027			26041	4531		3606	306685	0	0	348	15489	1510		92768	992	1448	2704	7113	2808	376	38768	57575	61048	78334	49726	4908				0	62					2113	2222	24982	7168							0													0	72428				0		0	0		1303													747			CONF	CONF				0	
21256																																																																0	113		455			1194	198		0	6593	0	2672	0	1488	0		191	92	46	434	768	130	0	7	46	618	1235	3002	0				0	0					0	0	109	0							0														0				0		0	0		145													219			CONF	CONF					
21359																																																															0	6703	0		8147			6034	0		150	39602	0	0	0	9500	287		6859	991	575	1639	2537	3758	0	3521	4183	7456	9846	4946	0				0	0					348	0	2082	2284							0														0				251		0	25		2205													1837			CONF	CONF					
21658																																																																46711	0		11624			3499	968		1762	135389	0	0	0	34331	2142	0	23526	1335	3368	8753	15049	5505	183	7104	14272	42482	29158	6875	1076				46	49					3012	587	154	24820						0	53														53409				155		0	12	0	2931	114	0	0	0	0			41	41	0	0	0	2741	0	0	CONF	CONF					
22048																																																															0	409	11833		7780			47203	2318		133	226330	0	0	0	55291	3262		46841	2146	4359	19966	27211	1148	187	8889	32470	55675	67814	4707	214				0	35					5361	30411	38822	9002							31													0	128942				926		0	0		8099													6371			CONF	CONF				0	
22543																																																																863	8665		2567			22459	34150		0	265007	0	0	0	60607	3573		82065	4803	8871	18588	23097	1892	2846	55231	13161	52611	53740	27023	2358				0	34					12484	10192	69966	35685							0														57683				0		0	1046		577													2139			CONF	CONF					
22552																																																																34110	2764		20857			10295	0		0	93646	0	0	0	9365	117		24634	280	1395	2541	3960	1189	0	16701	7951	21849	24746	7230	5804				0	0					516	2785	187	8683							0														14076				396		0	78		2249													1640			CONF	CONF					
22730																																																															0	651	18184		34			11151	1653		0	109456	0	11354	0	16526	796		1758	2084	2600	1130	1749	2980	5970	5898	3481	14623	23130	31903	13893				0	0					457	399	9931	16872							0														65469				0		0	31		775													20642			CONF	CONF					
23456																																																																18898	543		13992			16819	7520		58	227866	30	0	0	61844	7876		46495	679	6997	13008	36053	4256	715	19491	36166	35531	62819	10000	1029				1027	0					12698	13423	39899	15831							0														39203				579		0	210		4150								579					13108			CONF	CONF					
23504																																																															0	0	4102024	0	0	827443	0	827443	44915		1494	10854535	0	0	125436	843072	5172	705770	824278	14440	39069	131703	199956	375164	80071	2938080	590532	1901018	2988686	1567735	4761	0	0	0	0	3249	0				21753	181649	1229853	3374281	0	0				2854	2175														4909800				36849	1743	216611	1743	0	0	0	0	0	0	24705	9290	0	0	0	0	0	0	1276	9290	9680	CONF	CONF					
23643																																																															0	6145	755		1630			38326	0		214	154344	0	0	0	35447	1850		38096	814	1699	9132	22145	1534	0	10278	25305	29259	45287	7792	0				0	0					4239	11494	14574	22047							90														44516				661		0	0		6524													11099			CONF	CONF					
23755																																																																845	5386		0			23144	13304		7624	190713	0	0	0	46087	798		14830	613	269	3253	2514	16105	22985	26034	9190	13192	21561	72471	828				0	129					7721	16456	52573	12403							379														130148				217		0	84		3286													873			CONF	CONF					
24006																																																																0	197623		0			55959	21389		935	1291145	0	0	0	235302	59		45176	8882	4892	17231	18982	59196	125416	119157	83958	284401	304186	238398	20793				0	8					0	53174	124756	601387							0													0	133558				0		0	360		40													153			CONF	CONF				0	
24378																																																																0	132		0			7036	1067		0	56570	0	0	0	38446	205		3432	1	650	1158	500	9964	26173	2708	73	901	3067	9728	1647				0	2					438	1008	1343	1748							0														36957				427		0	1		1094													4050			CONF	CONF					
24659																																																																9334	3349		6049			7578	0		0	50863	0	0	0	10047	159		10176	581	937	2570	4519	515	767	10745	2427	8100	12514	6224	11				29	0					0	0	4887	5577							0													0	0				0		0	9		2124													1721			CONF	CONF				0	
24949																																																																567	30430		43			25771	5517		9614	272105	0	0	0	29391	4491		44704	1148	4076	6893	16240	525	509	31193	31775	73599	92399	13748	0				223	30					4036	17801	49381	91142							0														75089				725		0	34		1497													2137			CONF	CONF					
25357																																																																66206	22677		64205			29165	4234		6084	512234	0	0	0	108259	68		143553	5113	14265	39808	30430	14934	1274	121234	69051	96347	79473	26287	7677				0	0					20131	46998	51748	77398							0														107933				0		0	944		7072													7045			CONF	CONF					
25647																																																																549	32013	0	0	39209	0	39209	6958		0	282188	978	0	0	56326	876	1236	61482	2541	1840	22112	29833	0	0	49565	20936	61472	85319	9157	0	0	0	0	0	632	0				2665	18642	42498	79662	0	0				488	0													0	242398				488	116	0	116	0	140	0	0	0	0	0	0	0	0	0	0	0	0	2880	0	0	CONF	CONF				0	
26765																																																																47341	154362		2958			707562	22609		0	3095354	0	0	61181	376860	1690		1228336	26023	9333	49704	47142	101404	141875	966852	226128	705218	608876	182025	11264				0	0					51948	454027	458749	787793							1081													191488	3064026				13011		0	21246		576													7633			CONF	CONF				1490	
27070																																																																4990	59510		3249			34255	9188		8038	623626	629	0	0	307948	5621		32986	1654	4641	17004	45524	205467	33123	37379	20265	106299	79711	64982	7233				0	0					5506	40218	48182	85339							128														215318				4152		0	468		922													10821			CONF	CONF					
27548																																																																6214	30389		0			184235	27558		710	740175	0	0	0	91983	5166		184753	1860	6409	8489	17757	43359	13579	157815	29537	92439	203858	157093	3852				0	484					3697	32954	199789	127731							3														340853				0		2609	0		23762													2894			CONF	CONF					
27614																																																																466	4721		0			3303	17222		48895	275472	0	15771	0	151519	5704		2843	290	1704	4967	4629	86968	52836	20809	4549	14987	28407	49950	5251				0	665					213	1320	19328	2885							72														0				608		0	94		2423													943			CONF	CONF					
27847																																																																215569	29076		11512			38431	1682		6751	606840	0	581	0	137974	4013		78177	3585	10783	38082	40646	23414	20462	22492	41317	123028	141028	101989	36900				0	0					5411	41104	78749	20341							3														278033				9506		0	242		5227													10177			CONF	CONF					
28013																																																																0	2782141	0	0	150488	0	150488	72307		0	4230924	0	0	0	196440	58456	83842	103276	1274	9099	36969	38014	43190	67788	191987	219926	1022297	1476396	1072636	41776	0	0	0	0	0	0				4504	27787	374990	561737	0	0				0	27													0	2093803				14318	0	0	0	0	0	0	0	0	0	0	14318	0	0	0	0	0	0	2074	14318	380	CONF	CONF				0	
28152																																																																27403	13246		13007			15277	1462		473	144683	0	188	0	35556	3795	2853	22628	776	1926	3105	12998	15120	1497	11707	11594	21309	34828	19899	8474				0	86					1734	279	19822	5457						0	0														14203				0		0	16	0	3782	0	0	0	0	0			0	0	0	0	0	3100	0	0	CONF	CONF					
28675																																																																15318	3453		5960			6789	5874		2376	114980	0	0	0	41573	3681	0	19486	285	2670	8187	20674	9756	0	9048	11834	16851	24211	7513	3329				0	3					3235	7842	11649	4532						9	0														51947				223		0	30	0	932	0	209	0	0	0			5	0		0	0	1733	0	0	CONF	CONF					
28732																																																																1089	333		511			9837	4229		0	95563	0	0	0	31559	459		36045	633	4148	10290	10403	6085	0	13288	17976	13913	14554	1848	2425				0	31					12087	7387	7822	14251							0													0	31559				0		0	208		3359													2401			CONF	CONF				0	
29476																																																																40741	302		23678			3881	0		0	96750	0	0	0	8836	610		39205	205	555	4641	2410	874	135	4698	33747	26833	10300	5496	5343				0	0					1791	7773	4076	3701							0													0	36096				0		0	0		627													734			CONF	CONF				0	
29636																																																																10994	27958		358			65570	15761		3824	587238	0	0	0	77352	1454		133972	5531	7680	25127	34528	2912	62	96870	67857	155039	155127	23585	9912				3011	0					18301	43454	83138	211527							0													0	189702				2016		0	10866		2156													11514			CONF	CONF				0	
29878																																																																0	362559	0	0	0	0	0	2865		0	1992083	0	0	0	957280	1513	200	35864	24	447	8222	13095	150295	760982	50265	39001	203764	282098	441890	536	0	0	0	0	0	0				4185	38448	5337	619863	0	0				19421	12618														347826				25312	0	0	0	0	0	0	0	0	23	5868	0	0	0	0	0	0	0	33	0	0	CONF	CONF					
30052																																																															0	250	0		0			817	0		0	29045	0	0	0	3959	275		4086	0	67	912	2634	71	275	5478	3848	6289	5063	4408	0				0	0					3431	2353	8147	9349							0													0	28580				0		0	11		9													444			CONF	CONF				0	
30502																																																																0	114787		0			26965	29386		90619	967238	77	0	7165	374012	5415		57614	3474	6885	6399	14118	98953	241680	121696	14220	54843	138131	231140	32809				0	551					3836	23809	71039	200983							0														354731				0		0	8702		2171													15040			CONF	CONF					
30650																																																																0	25766		0			4694	3586		0	95594	449	0	0	9438	19		6398	765	841	4267	2863	703	0	1825	6024	17580	41979	19179	0				0	43					1481	1713	9418	39715							0													0	49883				0		0	3		101													66			CONF	CONF				0	
30810		0	0	54592	0	158426	0	0	0	0	122672493	0	0	1243925	3982725	197719	79503413	13207768	12187674	4377330	5678695	6212855	0	0	0	0	0	97226441	0	0	3889116			0	0	0	0	0	0													99096190	1567314	1396470	0	0	0	1567314	0	0	170844	20006384		0	0	0	0	158426	0		0	0	0	122672493	0	0		1243925	3982725	0		0	43	854	2377	230744	1002375							0	0	0	97226441	0					0	0	0	0						0	3362																			64	54528			0	0	0	0	0	0				0				20006384		0	CONF	CONF					
31134																																																																6531	0		6450			10093	370		0	122598	0	0	0	56978	1303	49408	20755	1992	3682	1784	19923	9817	19739	5462	12051	8550	21971	15044	2324				362	1					5807	1871	12095	877						0	0														41481				0		0	275	0	9263	0	0	0	0	0			0	0	0	0	0	10322	0	0	CONF	CONF					
31255																																																																1051	13600	0	0	130297	0	130297	8509		21840	839517	1374	0	200	207171	56437	190673	151938	8958	20102	43103	28074	97847	9014	279643	36989	109411	93982	91345	22304	0	0	0	0	0	0				30159	43843	96107	153186	0	0				0	0													0	740360				0	90	47575	90	0	283	0	0	0	0	0	0	0	0	0	0	0	0	30743	0	0	CONF	CONF				0	
31657																																																																12412	0		3973			9850	0		0	69298	0	0	0	23201	25		12509	75	677	1080	8182	1641	11546	3464	8793	5044	9799	7088	11909				0	0					2014	4428	3756	1193							0														0				0		0	2757		2940													2749			CONF	CONF					
31826																																																																5520	20649	0	1673	19758	0	19758	4809		19277	338956	0	0	0	128474	1231	18	44209	4911	429	6594	21700	37905	56336	32078	13436	30905	74809	51134	7611	0	0	0	0	0	0				5696	15778	66158	31150	0	0				0	45														124009				0	8081	0	8081	0	4426	0	0	0	0	0	0	0	0	0	0	0	0	6276	0	0	CONF	CONF					
31835																																																																10658	0		40809			10381	0		1131	80468	273	0	0	10115	46		45218	2463	213	1248	1683	4088	0	53612	6131	2492	5412	1672	788				0	0					221	1269	675	0							0														63209				0		0	24		2111													3301			CONF	CONF					
32234																																																																30675	77		7868			10412	242		5215	130270	0	0	0	47162	8		18348	1340	2190	21782	18296	3538	0	9591	7407	20931	19800	13940	11439				413	0					900	7991	11744	4207							0														79536				0		0	74		1205													2077			CONF	CONF					
32766																																																																0	5779		0			36534	9059		0	187228	0	0	0	32435	521		36058	2138	866	102	10998	12354	5976	43785	8427	27240	46286	26554	2501				0	2379					10593	19201	26572	39008							0														76639				0		0	4704		229													214			CONF	CONF					
32971																																																																8569	20302		3338			14802	19291		2826	278829	148	0	0	125732	1268		17159	1133	3138	1729	6399	28536	84194	30350	6431	8886	19773	50307	37169				0	0					5785	290	43227	31271							140													0	132955				672		0	0		1562													714			CONF	CONF				0	
33147																																																																35691	3638		62132			51864	0		884	315926	0	0	0	63828	3433		130327	8174	6538	35168	12024	1328	0	48201	73847	72637	24695	13892	18334				0	0					12561	14145	42363	16616							232														280781				221		0	48		5927													2796			CONF	CONF					
33259																																																																5895	33400		0			80653	10986		10757	789996	0	0	0	60519	7142		221345	5185	4080	29208	20717	1329	0	141498	70582	271863	227831	16657	0				0	53					41449	116447	192101	227278							0													0	169339				17685		0	0		826													2490			CONF	CONF				0	
33370																																																																0	1734		0			0	822		0	17946	0	0	0	12645	147		0	0	35	81	0	1927	10590	316	191	71	54	1726	2792				0	0					724	176	0	1682							0													0	12645				0		0	16		0													0			CONF	CONF				0	
33839																																																															0	2768	0		3665			3272	0		181	20307	0	0	0	6352	44		3633	0	312	2402	2147	1491	0	2639	864	1514	5685	3253	0				0	0					132	0	482	54							0														0				0		0	0		2106													1251			CONF	CONF					
33857																																																																160314	57027	0	60991	147149	0	147149	30857		249	1130715	0	1382	0	217818	15307	14801	250780	11968	20194	54629	112698	14838	3265	223881	62809	234885	257611	117940	15399	0	0	0	0	1851	0				56171	94710	94343	182406	1382	0				12	0													0	604462				2635	0	0	0	0	2381	0	0	0	0	0	3	0	2620	0	2620	0	0	7759	3	0	CONF	CONF				0	
34434																																																																9712	17067		1011			30308	11044		3898	325976	0	0	0	97674	5082		56652	4173	8409	19565	48788	16318	392	34230	23703	48039	87602	27590	6878				1621	0					13770	28978	38033	53015							0													0	0				1480		0	0		7656													7107			CONF	CONF				0	
34537																																																																29537	325973	0	3617	1467603	0	1467603	483071		31838	10014165	0	0	0	2136356	62453	974745	1004701	48086	167908	201399	252847	523995	934454	1448114	562369	1219550	1908906	2532283	172746	0	0	0	72	41595	0				241668	552448	1579902	2751379	0	0				0	5157													0	5609353				288	63414	34476	63414	0	31235	0	20	0	0	0	268	0	0	0	0	0	0	177528	268	0	CONF	CONF				0	
34555																																																																78396	134	0	19031	12674	0	12674	2103		744	168153	0	130	12674	17810	52	10743	57936	1204	4388	2619	2174	5914	1343	13393	47396	22489	22980	40368	3273	0	0	0	316	0	0				6272	1177	3522	17295	0	130				0	0														47798				983	262	0	262	0	5631	0	0	0	0	0	636	0	347	347	0	0	0	2604	636	0	CONF	CONF					
