"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
114260																																																															0	462	148856	0	82449	374255	16778	391033	49070		10099	2326189	0	0	0	95907	3732	26579	345019	13496	1074	16096	20431	20921	23889	677325	57736	331433	177381	410786	570498	0	0	0	1748	5558	0				27240	409644	493186	590274	0	0				318	101														1357665				4093	5351	0	5351	0	2468	0	0	0	2820	921	0	0	34	0	0	0	0	9112	0	13874	CONF	CONF					
114457																																																																26439	43		19997			31587	0		0	147099	0	0	0	30043	63		27848	7125	17869	17	32	1112	3749	102760	1983	7172	1819	559	1214				0	0					1142	0	21638	13970							0													0	0				0		0	13		927													1237			CONF	CONF				0	
114774																																																																0	0		0			0	3016		0	37804	0	0	0	22345	1329		9210	13	75	111	704	4226	16711	967	8155	296	479	5535	0				0	0					9160	1915	0	0							41													0	0				2655		0	0		0													39			CONF	CONF				0	
114840																																																																26432	8268		3211			68991	6990		0	360558	0	0	0	70026	4459		60685	2883	8957	29318	18725	6721	3411	27028	47193	96156	73541	45029	1535				0	15					12983	19458	53280	80113							0														352112				187		0	3515		544													2273			CONF	CONF					
114859																																																																6408	0		10268			6028	0		1424	50766	0	0	0	17092	20		8503	235	0	85	74	5021	11677	6710	1614	7581	5201	9253	3315				0	21					377	2578	853	3361							0														20765				0		0	20		1429													887			CONF	CONF					
115146																																																															0	24608	0		25595			9834	11		5845	96589	0	0	2865	21856	586		17589	182	2106	1890	4633	13046	0	17407	5507	7739	16368	25109	2603				0	0					0	2865	3376	10							0														0				0		0	0		1155													848			CONF	CONF					
115575																																																																0	38352		0			36071	20117		0	805599	0	0	0	460500	5113		62447	4589	11456	25166	45763	108910	262902	105066	12302	26195	70629	112722	18037				0	49					50206	28926	81187	72182							791														380333				0		0	19		2285													10592			CONF	CONF					
116358																																																															0	1243	0		844			1523	3314		0	39323	0	0	0	21187	2184		5312	515	1663	3641	7934	7242	0	3783	1984	2714	7125	2107	355				0	30					53	1207	2840	911							0														20995				227		0	2		2067													1918			CONF	CONF					
116554																																																																296	0		77			1207	0		0	6966	0	0	0	4254	0		584	0	15	34	165	140	3900	532	214	690	474	706	0				0	0					0	0	0	517							0														0				0		0	493		38													84			CONF	CONF					
116741																																																																37300	215		26343			10739	326		467	111948	0	0	0	21795	0		22294	438	1688	8529	8974	2167	0	3899	17858	30017	33539	4841	0				0	11					0	41	497	8433							0														8481				0		0	125		3546													2110			CONF	CONF					
117038																																																															0	9738	2762		22178			21901	1857		4082	153274	0	0	2321	30793	2646	0	39065	1273	2528	11011	14174	1782	0	7021	28243	29707	38877	13061	5554				0	0					5675	11810	21972	10151						0	0													46	10687				0		0	26	0	3511	0	0	0	0	0			0	0	0	0	0	4172	0	0	CONF	CONF				280	
117074																																																																0	13774		0			0	1357		0	175729	-6	0	0	138643	3015		332	857	1182	739	1981	28250	105634	2433	3863	770	1009	7268	21737				0	0					0	0	5404	11672							0														102951				0		0	0		23													1835			CONF	CONF					
117458																																																																122915	13865		127079			70933	8392		0	642730	0	0	0	77093	569		185206	3189	3856	23843	35213	4261	4980	132010	82599	139010	156284	43718	11102				0	36					1756	54649	50348	110753							52													0	273896				0		0	39		3151													1152			CONF	CONF				0	
117775																																																															0	466	2930		0			27995	2421		0	55624	0	670	0	8799	243	0	33000	363	3	585	639	7104	0	5911	26723	2884	3688	7186	0				0	82					1507	2463	4284	3504						323	0														0				1157		0	0	0	27	0	0	0	834	0			0	0		0	0	233	0	0	CONF	CONF					
118156																																																															0	51478	20041		11232			252537	11184		76431	771210	0	0	0	104939	3163		209970	5030	4262	19961	30505	41957	3210	163262	46708	90841	111005	206219	47714				0	0					2720	52603	60414	116725							0														0				349		0	412		2944													4387			CONF	CONF					
118660																																																																0	9074		0			11448	0		0	217514	692	0	0	60745	0		20159	11166	7478	28964	13137	0	0	52565	24787	43033	36778	298	0				0	0					0	8208	30030	98701							0														146873				0		0	0		0													0			CONF	CONF					
118736																																																																20378	1029		5376			18537	2618		8332	151732	0	0	0	54481	1247		25103	570	2907	7291	18421	24689	600	15701	12402	20764	37459	10838	0				661	60					1156	4718	8423	21347							0														88157				0		0	136		1563													1670			CONF	CONF					
119153																																																																4315	0	0	3352	16515	0	16515	2406		13656	197539	0	0	0	84109	0	4813	22605	572	1119	7191	1373	36118	37736	18821	11943	29699	8722	32349	11769	0	0	0	0	49	0				1249	1617	12059	55880	0	0				34	0														0				35	0	0	0	0	1148	0	0	0	0	0	0	0	1	0	0	0	0	1184	0	0	CONF	CONF					
119779																																																																0	8747	0	0	36192	0	36192	51386		0	1313111	0	0	0	799684	13971	354152	3890	8719	60244	49786	70984	192576	415869	32222	26680	119222	101327	120285	113229	0	0	0	0	140	0				58924	32725	98476	209897	0	0				2636	1303													0	592514				2705	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	2969	0	1121	CONF	CONF				0	
119872																																																																0	7679		0			24875	12614		0	427991	0	0	0	266026	310		8397	317	2731	2760	4830	38587	216801	20801	13112	23185	44006	45266	15595				0	16					11229	8026	53992	33427							0														230753				183		0	0		28													9769			CONF	CONF					
120476																																																																0	150		0			0	3023		0	35614	0	0	0	28535	0		2605	685	1003	1465	4582	4351	15839	4746	388	377	236	633	696				0	0					2420	958	0	407							0														2535				0		0	0		71													50			CONF	CONF					
120542																																																																13959	25993		2596			47405	5298		10758	365766	1	0	421	58025	2140		25950	1935	5620	12566	20550	17074	104	21046	33025	85196	69538	92103	3186				143	59					5436	18941	75907	96116							0														81485				1107		0	105		1943													943			CONF	CONF					
120609																																																																1549	27825		0			115202	48107		0	1172767	1206	0	0	406899	17215		13398	862	4374	7531	18057	186454	186027	62819	57351	162009	271965	182580	26854				0	32					19383	60324	171788	263196							186														298620				9107		0	85		19992													22376			CONF	CONF					
120953																																																																49423	0		31706			9449	0		0	116559	0	0	0	0	0		30383	0	0	0	0	0	0	23937	6446	6777	18459	25889	35045				0	0					0	0	4820	13113							0														0				0		0	0		2592													5456			CONF	CONF					
121642																																																																312457	403488	4147	90361	696553	152	696705	142262		2712	6139829	6865	0	0	1305525	88052	156287	1036793	87195	68643	126294	288518	370008	363166	1431239	331696	885720	1475495	599606	110292	0	0	0	1275	33951	318				185841	626488	1022622	1165910	0	0				0	261													197957	6039711				8849	0	3355	4147	0	17026	0	0	0	0	0	8849	0	0	0	0	0	0	44517	8849	0	CONF	CONF				2121	
121651																																																															1000	1335	0		302			9629	0		0	171951	950	0	1246	11631	396		13625	289	1043	860	1052	3925	4270	9641	2694	55413	73601	12264	7537				0	0					64	1050	3544	638							0														0				303		11200	89		880													131143			CONF	CONF					
121914																																																																21596	1699		1240			15710	446		5110	347732	0	0	0	199721	17476		12644	6880	11338	5069	13166	77580	83664	15228	4714	20845	53278	39424	14215				0	1896					5078	2351	29904	15308							962													0	0				2193		0	0		11999													18198			CONF	CONF				0	
122153																																																															0	0	0		62			2949	0		150	22473	0	0	0	10530	0		1707	176	43	214	378	4594	5039	954	1542	2862	2535	2449	1434				0	0					467	150	3218	0							0														0				0		0	173		3030													1744			CONF	CONF					
122546																																																																6064	903		2303			5082	0		0	69618	0	0	0	33944	1847		7149	1220	1482	5202	13081	8552	4209	2216	3037	6878	9642	6670	6979				0	0					535	42	9827	1181							0														33944				0		0	0		4319													3571			CONF	CONF					
122854																																																																110232	942220	0	11781	1925068	0	1925068	65687		73368	14241472	10490	35747	16700	1565274	19426	445801	2190708	50457	73054	356255	445557	183610	454860	4213693	592857	2924621	4198296	680380	42022	0	0	0	0	53965	1035				491684	1159529	1772263	5382767	0	35747				0	0													0	7990175				0	39527	578155	39527	0	1202	0	0	0	0	0	0	0	0	0	0	0	0	24067	0	3517	CONF	CONF				0	
123075																																																																281	369		0			0	82		0	41100	28	0	0	37189	822		7308	1386	4675	7657	3703	6415	13353	304	943	591	253	155	1672				0	0					596	301	51	732							0														38205				0		0	0		0													705			CONF	CONF					
123374																																																																0	2212		0			4000	0		0	47301	0	0	0	27979	13		4354	164	383	374	6274	2813	16629	1624	2730	1635	5062	5170	2538				0	0					1451	2886	4849	0							0													0	0				0		0	5		910													2996			CONF	CONF				0	
124344																																																																0	132400		234			54885	7041		170	653222	0	0	0	99923	2965		45349	2390	1707	8060	19772	7532	60462	92402	17668	136325	181695	107267	17098				0	34					5231	57172	91306	194103							0														418475				0		0	806		149													6803			CONF	CONF					
124830																																																															0	13743	13271		13040			4077	0		0	98879	0	0	0	26685	210		27048	1181	1950	15133	3130	5217	0	12117	11800	22130	12262	13817	68				325	0					1121	11147	7601	6383							0														0				3980		0	7		726													543			CONF	CONF					
125154																																																																26052	6035	0	0	8126	0	8126	0		0	158509	280	0	0	25921	634	0	8786	139	267	63	2077	4423	18952	14555	8501	10901	14886	52291	29260	0	0	0	450	111	0				0	35	197	68937	0	0				0	0													0	32234				0	17530	0	17530	0	1633	0	0	0	0	0	0	0	0	0	0	0	0	3128	0	0	CONF	CONF				0	
125855																																																																95833	29904		53533			202339	2880		1392	970470	0	0	0	102471	576		365815	24257	17805	44395	5217	1521	8087	356709	205651	168179	59997	21785	55538				1225	908					7221	80181	196816	170649							0														970470				794		7250	0		3627													13665			CONF	CONF					
125873																																																																2138	7222		0			1818	877		0	100615	0	4670	0	37014	1164		10420	602	1782	294	1709	17951	14675	5360	10089	12840	17889	11469	5869				0	0					6287	9272	7369	22373							0													0	71122				0		0	0		108													303			CONF	CONF				0	
126012																																																																0	57168		0			19412	3994		0	317880	0	0	0	73120	1354		16812	2088	160	370	19255	25013	26172	37485	4817	13556	119943	62767	6183				0	9					822	8220	34517	68170							0														207717				5215		0	2708		48144													242			CONF	CONF					
126049																																																																2661	2283		10343			12674	66		316	75783	0	0	0	20199	606		26125	874	3812	9293	5561	607	51	4369	17089	15097	13714	4962	234				0	19					4255	6433	12326	1296							0														59862				234		0	0		885													1421			CONF	CONF					
126375																																																															0	0	0		0			0	0		0	84557	0	0	0	80929	311		667	4	61	425	809	26039	53246	112	490	765	1093	500	659				0	0					0	0	612	60							0														15000				0		0	7		1509													1129			CONF	CONF					
126553																																																																0	21506	0	0	19727	0	19727	16585		3809	356173	560	0	0	170191	6970	72650	39563	3658	8680	21837	46443	39684	49714	31019	18764	42818	52113	36717	5111	0	0	0	0	224	0				20975	6500	27986	46990	0	0				392	0													0	171851				551	10	0	10	0	13203	0	0	0	159	0	0	0	0	0	0	0	0	2057	0	0	CONF	CONF				0	
126834																																																																11002	9328		3597			50422	8258		144	390890	0	0	0	67198	5303		95607	7171	20743	9049	25756	3801	47	44411	65389	59545	57367	74388	22537				0	0					29452	19769	37629	116188							0														0				0		0	2241		7463													22896			CONF	CONF					
127055																																																															0	0	4461		0			6195	508		630	66690	0	0	0	14885	721		15103	762	1191	6986	2208	1458	2280	7740	5410	20065	13472	3567	1512				478	40					191	1829	15481	19855							0														35225				0		0	164		472													780			CONF	CONF					
127224																																																																278	705		0			12441	1774		1235	184251	0	0	0	118143	3126		15077	2329	3882	30011	37482	32709	10605	8045	821	8717	22395	20402	5523				0	966					3976	0	19622	851							44													0	0				0		0	0		10766													10368			CONF	CONF				0	
128258																																																																4084	17		13972			3588	0		71	25975	0	0	0	0	0		10710	0	0	0	0	0	0	4282	6428	3694	7083	1601	2887				114	0					0	0	3245	0							0														0				0		0	0		550													334			CONF	CONF					
128904																																																																92	1673965	0	0	1960130	0	1960130	1116222		1576269	13923892	0	0	287984	2750501	86182	649670	1101064	13612	72643	101794	133167	652627	1768712	4856331	292217	842835	1202978	3344454	595057	0	0	0	0	13279	0				12133	331565	1275591	2557915	0	0				5393	524														5292225				6065	1865	387145	1865	0	8140	0	0	0	0	0	672	0	0	0	0	0	0	172898	672	147618	CONF	CONF					
129349																																																																8865	860		3282			23638	39		341	105453	0	152	0	39144	821		23309	1505	3225	14054	16586	3034	328	9019	9777	15557	23557	8186	33				0	0					1635	212	4111	11559							0													0	0				435		0	88		7746													2960			CONF	CONF				0	
129358																																																																1955	3379		52			3812	4570		0	202376	563	0	357	107503	5279		64443	13238	19159	66880	2504	75	5647	35392	16648	30142	12144	771	326				0	4					23369	13701	12229	26315							0													0	103530				0		0	2		362													407			CONF	CONF				0	
129479																																																															0	88999	23093		101737			29866	5724		0	491052	0	0	0	32550	19		108510	275	214	1388	4357	3607	22708	119791	17419	41192	101464	171653	6985				1115	118					4778	30248	29405	143092							0														143120				0		0	0		220													88			CONF	CONF					
129732																																																															0	1117	396148	15832	0	2056443	0	2056443	56335		1856	6620602	0	641932	8763	252907	16642	123477	1087982	16864	17217	23722	52964	87922	53858	2919592	609493	733890	1320967	656667	75377	0	0	0	0	1801	0				16203	505688	1252331	1037618	0	641932				0	27														1816339				62394	358739	7565	374571	0	219	0	0	0	0	0	54611	0	7783	0	0	0	0	1226	54611	0	CONF	CONF					
129853																																																																36364	1725		35184			16542	0		717	133020	0	33	0	16992	40		44744	0	2515	6176	5783	2518	0	8238	36242	25210	30498	12413	761				490	0					1871	0	15061	1240							0													0	36234				2566		0	260		3005													3496			CONF	CONF				0	
129910																																																																45016	25230		5428			14455	9911		1700	439866	0	0	0	179861	2540		33696	8857	16898	8623	20480	16958	107983	25301	33480	23483	34663	42734	100344				0	27					18453	24412	59701	45983							353														217098				1388		0	10		3259													3880			CONF	CONF					
130345																																																																5508	5391		13556			97797	1417		6354	356838	0	0	0	61628	2154		82854	2550	3744	11717	23879	18231	1395	50139	26422	82689	115594	15293	2065				0	0					6504	23861	67456	62707							0														61628				1253		0	635		746													1124			CONF	CONF					
130541																																																																32924	305521	0	24643	542616	0	542616	470539		98156	4361830	0	0	0	765934	45814	295265	322693	37794	44493	44804	117786	172145	340973	947899	142782	566245	906470	934482	87069	0	0	0	0	2753	0				39225	202121	546395	718293	0	0				0	0														1731132				0	6783	65924	6783	0	457770	0	0	0	0	0	0	0	0	0	0	0	0	36419	0	0	CONF	CONF					
131436																																																															0	50188	9961	0	15155	21939	0	21939	5170		18104	410155	0	0	0	88918	3394	73195	34858	886	165	9283	1809	14698	62077	35124	12447	33710	23423	118418	98115	0	0	0	0	135	0				4442	28944	85063	70534	0	0				0	0														132068				23	0	0	0	0	1300	0	0	0	0	0	2	0	21	0	0	0	0	6908	2	0	CONF	CONF					
131717																																																															0	466	1045		0			2067	907		1088	26196	0	0	0	9012	129	23	4019	49	85	270	187	3762	4570	2635	1857	1581	3743	4299	2467				0	4					0	1955	2274	2759						76	0														3570				76		0	52	0	1440	0	0	0	0	0			0	0		0	0	2998	0	0	CONF	CONF					
131940																																																																633	860		1875			19411	4553		743	94180	0	0	0	42942	1646		20322	709	2707	12948	21932	4153	480	7384	9522	11503	18834	3755	100				0	65					9034	95	8405	1585							0														42942				298		0	65		1604													664			CONF	CONF					
132107																																																																0	68653		0			120460	20780		46102	1284182	0	22819	3660	509878	101		72598	10416	9629	10728	31625	64012	382712	217523	38414	67993	104614	335685	8210				0	1446					7002	44828	149072	291584							0														499473				0		0	507		145													805			CONF	CONF					
132451																																																																2757	78		524			4895	10251		0	92024	0	4350	0	45312	1193		20427	1350	3988	2294	3515	11803	22362	5392	9697	5193	9967	7573	8890				0	0					2708	6679	8131	2550							0													0	16696				0		0	17		1992													587			CONF	CONF				0	
132778																																																															0	117	1109		0			2897	1883		178	52776	0	0	0	27424	545		369	345	2662	2420	5157	9746	6675	2290	1660	8006	8661	4621	111				0	2					174	480	8201	8493							0														21655				465		0	17		1098													158			CONF	CONF					
132938																																																																6683	0		8309			8557	283		585	61289	0	0	0	8938	0		15180	490	1234	3300	1177	727	2010	7665	5798	14380	11278	12437	0				0	0					1462	555	12168	11669							0														0				7		0	0		878													1202			CONF	CONF					
133579																																																																0	10094	0	0	16937	0	16937	15150		3435	405415	0	0	1326	280213	2153	24707	9411	1	386	2026	3448	53182	220718	5318	3706	5823	6938	44393	57976	0	0	0	0	1	0				2263	2474	28872	42457	0	0				9	27														165050				9	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	845	0	0	CONF	CONF					
133850																																																															0	65859	50844		29135			76476	54083		8060	1397121	2467	0	0	243908	8722		364279	16542	13273	45160	50117	40156	78295	346394	95506	287985	293767	130966	131				0	764					80181	189248	211371	347104							0													0	924485				0		2365	6273		8135													17060			CONF	CONF				0	
133971																																																															0	0	1600		330			209	2505		0	278890	0	0	0	260917	1030		691	0	62	660	2949	79290	175501	2767	646	73	88	8654	2497				0	0					0	260	1046	10992							114														257459				1003		0	1		0													0			CONF	CONF					
134156																																																																30268	612		34045			24291	0		28	105846	0	0	0	3285	88		40737	156	664	649	1810	2	0	34208	5709	16744	19219	9598	13494				0	0					0	1117	6747	1457							0														19027				0		0	18		2431													1459			CONF	CONF					
134437																																																															4495	32818	41356		11359			169711	10231		51934	925583	0	0	0	187781	5293		151672	8381	28946	38960	62689	22646	25363	160005	95609	96411	175554	186861	20373				0	7889					22580	81401	141508	137569							329														396805				3515		0	241		5325													14092			CONF	CONF					
134455																																																															0	12268	194		22081			19646	0		513	104307	0	0	909	26833	0		38160	2064	3255	8045	7218	5791	195	24410	10440	12995	19362	8878	784				0	0					960	761	15616	2823							0														104307				1208		0	18		859													1735			CONF	CONF					
134848																																																																22228	0		10042			18675	1554		1037	166291	0	0	0	38852	0		33508	503	1534	4580	8154	24081	0	20068	12635	42313	43760	8629	35				0	2					5385	3828	32839	23896							0														0				0		0	15		7136													802			CONF	CONF					
135836																																																																5161	991		184			28451	1381		0	132746	0	0	0	46742	50		38756	1621	3075	10574	30001	450	0	13254	20807	20992	24044	4436	2339				0	0					2643	11153	20794	7618							0														46742				0		0	34		1045													6499			CONF	CONF					
135854																																																																17476	0		58784			6681	1387		0	92125	0	0	0	234	0		48012	0	5	45	184	0	0	10365	39331	13140	18357	7656	3043				261	0					0	0	0	6123							0														34225				0		0	0		539													640			CONF	CONF					
136048																																																																21931	0		27428			26760	290		339	121499	0	0	0	21317	27		21508	238	1257	3447	660	15529	33	6675	16636	12782	23201	38740	1426				0	10					706	0	9743	7323							0														111746				0		0	7		4005													1613			CONF	CONF					
136338																																																																3114	1681		1205			21527	3171		370	258820	0	0	0	109040	493		39180	3857	7522	20896	29951	25288	20278	14717	21619	17378	39898	31618	23923				0	85					6161	21803	45307	41443							0														150887				802		0	0		562													2858			CONF	CONF					
136655																																																																19820	674		6523			4383	0		475	74932	0	0	0	34542	573		7696	1965	6008	18686	2836	3120	1927	1457	6646	5790	5471	7156	13870				0	34					1368	1873	57	1814							0														21611				0		0	0		2173													623			CONF	CONF					
137205																																																																9720	137853		56711			237278	65261		47531	1986315	2839	5171	871	544969	8497		82581	9790	17236	58796	104126	109089	243137	210721	57731	237743	378797	457373	94834				313	606					12010	153824	223261	472213							386														1023417				13570		0	154		3628													10154			CONF	CONF					
137447																																																																62911	107		24297			14839	133		1186	244105	0	0	542	54692	1264		57233	4346	5821	20319	8765	15375	66	25640	36177	56327	43842	27161	235				0	57					3695	1054	31957	39743							118														34169				651		0	315		1225													6630			CONF	CONF					
137456																																																																11664	174		13003			13551	0		2653	87005	0	0	0	24840	324		14038	191	304	5951	2472	4311	11611	3823	14461	11698	14030	9889	7372				0	0					1153	320	2761	12038							0														0				0		0	204		2666													1654			CONF	CONF					
137559																																																																22812	0		20528			12176	0		0	84206	0	1873	0	12744	0		12782	76	41	114	1295	11218	0	9731	10293	36590	5905	5592	2757				0	0					745	0	0	8700							0														0				0		0	104		2060													2464			CONF	CONF					
137643																																																															0	25006	704		24982			12724	0		2580	92302	0	0	0	11908	0		27409	223	822	1898	4261	4391	313	19259	7105	7407	21507	24633	401				0	10					539	602	6335	5553							0														11908				0		0	249		842													268			CONF	CONF					
137652																																																															0	0	2484	16294	0	5335	0	5335	122005		0	743827	0	0	2510	476384	4927	371311	10314	70084	244	4588	18086	353580	26320	81862	79293	14826	34462	9788	46553	0	0	0	80	0	0				13711	2219	40215	57079	0	0				864	1300														165752				864	0	0	16294	0	3044	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	CONF	CONF					
137915																																																																0	537019	16091	0	2248333	194893	2443226	167		0	4697864	0	47848	0	522429	0	497595	908728	102006	232447	38753	64087	17609	4972	2997089	79698	173300	279282	301744	157456	0	0	0	0	4882	0				0	225357	0	850792	0	47848				921	50810													0	1300944				921	22650	0	38741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27403	0	0	CONF	CONF				0	
138051																																																																32449	213		28564			8423	0		0	118587	0	0	0	28331	0		72204	503	2579	10854	13345	1050	0	28194	41027	11198	9153	684	0				0	0					801	875	6289	550							0														0				0		0	12		836													11244			CONF	CONF					
138257																																																																3814	1000		3883			2290	0		1418	32979	0	0	0	11447	0		5568	176	27	1002	1622	8619	0	3880	1485	5848	7941	2341	0				0	0					309	291	4985	483							0													0	0				0		0	0		1563													1496			CONF	CONF				0	
138556																																																																447	0		0			9134	1041		4	65254	0	0	0	29567	207		16248	125	1989	6495	14180	6651	0	2808	11326	9691	10872	928	0				0	0					4231	3679	5263	2436							0													0	42				0		0	33		4048													5164			CONF	CONF				0	
139133																																																																1766	6055	0	5804	34172	0	34172	1289		0	237053	0	0	1313	73817	789	23259	39959	869	2492	9401	18371	21320	21026	21610	20067	34306	40762	39667	6456	0	0	0	0	1172	0				12433	22822	49296	24687	0	0				0	0													0	13435				187	126	0	126	0	648	0	0	0	0	0	0	0	187	0	0	0	0	2177	0	0	CONF	CONF				0	
139478																																																																2221	37507		0			13950	24923		0	639102	0	0	0	318648	12613		20246	1406	8441	13901	40343	110770	141889	37161	7082	61228	78698	124446	11110				0	11					296	862	17305	210184							524														639102				396		0	112		5													465			CONF	CONF					
139553																																																																44472	23983		9825			241816	13562		5923	1220735	0	0	4366	337222	16742		201664	11062	20978	45551	82485	82027	94368	255589	38884	128238	209789	240755	9981				0	0					30937	40331	190328	236668							0														695507				120		0	723		11433													16770			CONF	CONF					
139656																																																															0	217911	85939	30320	88470	584374	0	584374	78502		834	3282744	0	0	0	681423	7166	199291	658854	33832	69085	126322	59362	113514	275048	1315615	276006	593194	298534	82913	19919	0	0	0	1599	2208	0				35733	393792	390951	607989	0	0				0	1315														1228009				4770	857	0	31177	0	39521	0	0	0	2865	1	0	0	1904	595	1309	0	0	35155	0	463	CONF	CONF					
139740																																																																9109	341727	1940	1146	460753	0	460753	10783		88637	2849777	0	19228	2857	89760	1646	3859	421799	4910	3327	37536	33753	9931	0	665444	72162	646626	856029	503101	16655	0	0	0	0	0	0				140947	249197	329117	1095651	0	19228				0	0													0	1383421				0	5370	0	7310	0	129	0	0	0	0	0	0	0	0	0	0	0	0	4637	0	0	CONF	CONF				0	
139843																																																																348378	105115	1631	257894	522596	0	522597	55940		39863	2219444	0	37886	18085	110635	5542	91709	540993	2896	9063	23393	29018	37305	8885	824451	168551	332510	508013	239646	26667	0	0	0	0	105	0				26537	154530	178091	356565	0	37886				0	198														278033				9800	14	0	1645	0	13677	0	0	0	0	0	0	0	9800	9800	0	0	0	4444	0	180	CONF	CONF					
140157																																																																119891	103		112340			28274	2194		72	307929	0	23	0	3920	0		83134	474	342	205	1407	926	566	77902	20031	32440	58517	45385	69734				0	47					552	0	2803	23757							0														85570				0		0	0		4080													9873			CONF	CONF					
140362																																																															0	226	89160	0	0	264206	0	264206	2313		0	2049278	10981	0	66655	41735	1272	26991	369310	17247	4973	11690	4008	2887	930	714963	78168	190499	574234	372966	74023	0	0	0	0	3380	0				12991	133108	587442	780658	0	0				0	0													115824	735729				0	39555	0	39555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104213	0	0	CONF	CONF				1975	
140634																																																																8281	0		3233			8077	0		0	32531	0	0	0	2685	17		14553	579	1396	482	133	26	0	6273	17518	3781	866	1056	193				0	0					0	0	5776	454							0														0				0		0	45		1448													2515			CONF	CONF					
141211																																																															0	10969	26817		1205			31013	53089		8330	515388	0	0	27691	232028	12211		20697	8650	29217	9469	3139	24371	156541	48981	14036	10129	25112	54566	130268				0	567					18021	2677	57839	48985							175														371841				489		0	1418		2417													7802			CONF	CONF					
141350																																																																33588	0		40836			10197	0		30	98789	0	0	1494	2692	0		39483	1328	10	25	32	838	459	63922	7992	4400	11958	5917	1845				0	0					0	0	0	5162							0														11951				0		750	180		4351													1003			CONF	CONF					
141556	1011928			313	4372	1296948	0		0	0	2351879	0	4631			557689	645838	397279	259170	864222	54461	13426	0	0	0	0	0	0	70	0								0	36454													325335	4073	0	709	1563	0	0	0	0	0	1085		9853	40229	0	4372	1296948	0		5920	0	0	2351879	0	36454		88693	1600	6223		1002	3342	3931	2754	2200	75112							0	0	0	0	70					33232	506652	178449	147300						0	0																			313	0			709	0	0	0	0	2510				0				1085		0	CONF	CONF					
141677																																																																0	0		0			0	0		0	34591	0	0	0	30503	0		0	8	13	53	208	4624	25452	0	0	0	0	346	3742				0	0					3095	0	993	0							0														0				0		0	0		0													0			CONF	CONF					
141958																																																															500	5805	1433		2046			15137	320		0	64790	0	0	0	22792	886		12849	211	663	4064	9413	8388	0	3186	8789	8662	11515	9191	0				0	0					248	0	5453	60							536														0				214		0	206		4019													5885			CONF	CONF					
142049																																																																19577	200		15096			7123	782		0	87145	0	0	0	25824	591		15790	313	757	4073	11473	763	8446	12053	2667	22389	21746	1019	1445				0	22					2911	330	6078	6158							0														22891				0		0	44		1567													842			CONF	CONF					
142179																																																															0	180	0		0			0	0		0	36692	0	0	0	34005	250		228	17	14	328	1154	15360	16721	53	145	511	1112	591	275				0	0					61	0	197	0							0														32111				237		0	0		1259													740			CONF	CONF					
142955																																																																2786	10560		0			119868	320		0	621027	0	0	7021	91760	3340		145932	3075	4896	16751	6301	5283	54532	133638	90324	98482	117224	56981	21490				0	14					29373	52923	92039	199582							0													39931	117172				0		0	9805		2452													6205			CONF	CONF				224	
