"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
2891622																																																													0	14871	20478	0	5621	175823	0	175823	190		237	1173209	0	0	0	867856	1206	122752	155284	2814	2597	770	74638	40985	743483	174706	10987	27912	44327	20211	27166	0	0	0	0	6	0		13240	11023	17314	35727	0	0				0	2231													0	125152				0	98	6826	98	0	1372	0	0	0	0	0	0	0	0	0	0	0	0	1321	0	0	CONF	CONF				0	
2897633																																																													0	1051	6490		0			14779	1557		706	165960	0	0	0	70618	2175		17677	1126	7106	5486	3554	17077	36000	12008	11725	7034	14254	21243	29058				0	256			8467	8173	18407	24207							0														7042				0		0	557		2587													5930			CONF	CONF					
2901558																																																													0	0	0		0			219	224		0	13690	29	0	0	1715	61	253	3430	0	291	352	1072	0	0	3861	272	1418	6450	3	0				0	2			0	291	10039	1153						0	0														6915				0		0	0	0	11	0	0	0	0	0			0	0		0	0	4	0	0	CONF	CONF					
2903123																																																													0	777	19589	0	0	67965	0	67965	16491		0	477448	14	0	12466	58925	4930	3988	37621	4111	854	4488	14077	23587	11748	118229	10663	48313	89053	127375	24740	0	0	0	842	163	0		3563	26356	133817	138360	0	0				312	0														165746				1216	0	1762	0	0	0	0	0	0	0	0	904	0	0	0	0	0	0	3922	904	0	CONF	CONF					
2905761																																																													0	0	1591		0			14266	825		0	47227	47	0	0	7432	758		11594	697	227	1539	1278	3457	234	9233	4766	3973	5345	15950	0				0	0			1824	1539	11346	7682							0														11852				0		0	0		0													11			CONF	CONF					
2907019																																																													0	7590	26578		1745			26838	635		0	260072	0	60893	0	35918	4283		21855	4667	5723	2708	5481	14431	2908	19749	30251	24425	45936	95312	3488				0	42			5117	6584	27417	49600							764														13239				0		208	2161		2118													2345			CONF	CONF					
2907439																																																													0	0	205460	0	0	4647	0	4647	2794		0	458191	0	0	0	24114	0	6669	81427	2038	1534	0	16134	4408	0	46241	56309	94707	89009	100747	46243	0	0	0	0	1	0		10000	12377	25238	171007	0	0				0	0														450921				0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2551	0	0	CONF	CONF					
2912750																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2913702																																																													0	5175	3927	0	151	60895	0	60895	3640		375	327682	0	0	0	94390	5459	70026	55795	1318	4214	13764	40314	11419	23298	59239	18496	63983	70301	19679	1589	0	0	0	0	6	0		11947	25038	63526	46319	0	0				0	46													0	155469				3129	11	0	11	0	3658	0	0	0	1108	2021	0	0	0	0	0	0	0	3165	0	31	CONF	CONF				0	
2914268																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2914727																																																													0	46510	1265		39748			28286	8729		500	213253	0	0	0	41334	715		78311	8879	6002	14193	10159	1662	427	65421	27373	56557	8706	8159	0				0	0			729	5280	23132	8939							0														123617				0		0	8		4754													3324			CONF	CONF					
2915461																																																													0	545	54431		0			113091	33000		0	1167900	0	3245	1472	362356	13917		148369	19285	6260	45483	39161	62374	189523	165597	69293	139029	176714	236500	16398				0	357			57159	70651	281777	175133							0													32688	574702				0		0	7		453													1778			CONF	CONF				289	
2916534																																																													0	0	109073		0			9370	0		0	274792	0	0	0	92769	0		8892	13375	10624	22318	34734	6414	5009	17780	9917	49697	97914	6594	0				0	220			0	2375	11098	35978							0														122508				1105		0	0		0													13909			CONF	CONF					
2916963																																																													0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0				0	0													0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CONF	CONF				0	
2917184																																																													0	2549	6353		135			5275	4575		0	104688	0	0	0	16312	670		14301	5018	2170	5795	3329	0	0	10102	7751	38318	17781	11621	2803				0	2			412	3242	32598	30978							0													0	28658				47		0	1		343													1243			CONF	CONF				0	
2917317																																																													0	0	1982721	0	0	1278165	0	1278165	2345		0	18076454	0	158340	2960549	4423745	82	3617825	3587766	436287	632932	1545939	1330626	361215	62427	10477254	982360	1009024	689454	422358	4100	0	0	0	0	0	63146		368807	1193709	42102	1704223	0	158340				0	29293													1402733	13061389				0	154979	6313978	154979	0	388059	0	0	0	0	0	0	0	0	0	0	0	0	65199	0	0	CONF	CONF				2186	
2919898																																																													0	6425	52364	0	1284	80496	0	80496	34281		0	644697	0	0	0	144150	4868	26268	150936	27032	17028	34898	57476	5986	1397	111892	94403	121762	145757	20797	5446	0	0	0	0	64	0		49502	100012	48449	116139	0	0				0	0													0	144150				575	0	0	0	0	3583	0	309	0	0	0	0	0	266	266	0	0	0	3080	0	0	CONF	CONF				0	
2920287																																																													0	645	2447		7			2901	2380		0	127581	0	0	0	58216	1062		22979	1757	3629	555	595	3245	48403	5776	13996	7332	5134	8064	29065				0	36			9992	9980	12096	25842							0													0	0				1684		0	36		701													1240			CONF	CONF				0	
2920773																																																													0	969	37476		0			29363	97892		2529	642662	0	0	13940	292274	13088		30490	2278	9455	30763	72920	22031	154528	155707	12997	58567	72068	39064	10190				0	634			15014	20818	74631	57349							307														468465				2087		0	61		159													405			CONF	CONF					
2921211																																																													0	3759	282		2			11248	1402		0	132631	149	0	0	30219	367		11423	3449	1812	3248	3244	8558	9908	9472	10438	20879	42067	15499	4207				0	98			871	899	19869	61641							0													0	49751				0		0	0		840													1283			CONF	CONF				0	
2921622																																																													0	3726	670		398			3918	1839		0	64750	0	0	0	27390	970		15252	720	2495	1039	4173	6171	12237	9142	4499	5224	7106	5181	6108				0	0			4661	87	5783	4436							0														20476				483		0	0		4363													6509			CONF	CONF					
2921659																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2925620																																																													0	0	5580		0			3057	1006		0	180015	0	0	0	13079	1916		11920	742	0	2526	206	9095	509	19181	3799	16662	33359	86781	6675				0	33			0	3968	70908	77607							0														131689				1693		2754	16		14													77			CONF	CONF					
2925666																																																													0	24009	1924931	41828	2786	9676381	225925	9902306	1262063		447107	33273527	0	533660	460223	3539318	30730	1211995	5737731	104641	86409	208933	420372	682048	2016048	18055122	779496	3231082	4291092	2539940	750019	0	0	0	52807	205274	2568		672284	3146050	4044973	6138711	0	533660				0	2195														15614889				32690	226281	745297	268109	0	18367	0	0	0	0	13482	19208	0	0	0	0	0	0	314745	19208	3261	CONF	CONF					
2929392																																																													0	1644	46256		0			177597	10131		1800	634773	508	0	0	69455	2823		164836	5442	4094	14286	18767	20543	6026	162092	42697	130151	191175	39033	0				0	44			1932	7039	193007	116645							0													0	131460				0		0	0		561													6347			CONF	CONF				0	
2938198																																																													1823	0	252793	0	6558	1526748	0	1526748	29817		1949	3414522	0	40727	11077	197762	2654	117321	1150588	11444	12959	19728	24626	78968	49007	1871302	701505	280820	235656	101043	1427	0	0	1823	0	1355	0		12785	223098	87054	459701	0	40727				0	469														1702793				0	662	28863	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540173	0	611	CONF	CONF					
2938769																																																													0	10176	12722		0			17798	2348		0	170199	0	0	0	56528	1595	0	26886	1295	5200	13343	27018	9291	0	6518	15691	41099	30226	20065	0				0	3			11084	17979	13436	20048						14	0														79501				14		0	3	0	4980	0	0	0	0	0			0	0		0	0	1499	0	0	CONF	CONF					
2939001																																																													0	0	0		0			9830	3010		0	58232	0	0	0	14248	1012		17902	1704	845	3198	4242	2711	1548	13893	1974	8800	12220	7045	0				0	0			2486	3541	14016	5501							0														33735				0		0	0		1754													2834			CONF	CONF					
2939391																																																													0	3715	6121		295			23089	2251		785	119000	0	0	1656	24529	1050		27669	2422	1332	9267	11177	331	0	14220	20101	30403	27485	2228	0				0	36			9120	2019	21655	15505							0														0				0		0	0		5697													3133			CONF	CONF					
2941068																																																													0	760688	283205	3415	429683	1241449	0	1241449	170761		23178	6402639	0	0	15841	1172091	35673	471827	1366630	8948	73909	220420	164963	395986	303882	1381082	493314	1592775	930283	733441	76959	0	0	0	26327	3515	0		84370	241730	955786	905517	0	0				0	519														821711				0	39273	175	42688	0	8767	0	0	0	0	0	0	0	0	0	0	0	0	17036	0	0	CONF	CONF					
2943615																																																													0	4063	8581		0			22676	1885		0	399478	162	0	0	62795	2686		150410	3257	9159	26784	23468	127	0	108349	87387	76767	31072	22508	1711				0	2			45172	61648	136131	44070							0													0	80877				2475		0	60		3282													6589			CONF	CONF				0	
2947556																																																													0	0	0		0			5777	0		0	166766	0	0	0	0	0		166766	0	0	0	0	0	0	166766	0	0	0	0	0				11748	1603			0	0	0	0							0														0				0		0	0		0													147638			CONF	CONF					
2948058																																																													0	4667	29065		0			138169	20203		107	758691	0	0	5035	215620	2001		160703	3191	2868	18709	27043	19866	143942	197760	44922	91286	145234	63547	47				491	2929			25533	58464	120953	130473							0													0	297823				0		151	5020		738													4107			CONF	CONF				0	
2948423																																																													0	11264	1010		23585			38944	2871		0	172504	0	0	495	46839	174		33965	648	3206	9545	668	7536	25236	18903	31027	42503	15654	12217	5361				0	11			3301	1714	10603	20760							0														172504				0		0	0		6781													4647			CONF	CONF					
2949970																																																													0	0	865		0			4306	5762		0	139070	0	0	0	106528	4341		4974	232	376	1941	331	1563	102085	1883	2870	5529	6281	8957	6461				0	22			2280	2341	4053	3823							0														112540				0		0	12		582													4155			CONF	CONF					
2953418																																																													0	2927	64243	0	0	34082	0	34082	24895		0	754650	0	0	0	70459	0	3637	113558	134	4998	20982	38678	5667	0	10334	98092	262759	226841	62016	23424	0	0	0	0	0	0		0	49702	174787	317366	0	0				0	0														238869				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16189	0	0	CONF	CONF					
2954059																																																													0	0	511557	0	0	350896	0	350896	51883		0	3261439	0	0	0	519478	10190	345407	485073	8092	21238	46242	95000	68728	277544	397175	189938	221725	697161	390114	826263	0	0	0	0	6	0		18134	216312	515354	1064785	0	0				180	1571													0	2306776				180	1046	0	1046	0	194	0	0	0	0	0	0	0	0	0	0	0	0	1604	0	958	CONF	CONF				0	
2954497																																																													0	5277	71746		899			5572	137		0	329515	781	0	0	64251	47		13701	18830	2022	6949	31243	0	4963	27247	20848	98722	113391	4456	600				0	0			2524	28441	46988	103805							0														275492				0		4	500		0													105			CONF	CONF					
2958972																																																													0	49603	46498		23275			126286	9708		6796	778599	0	0	4200	122650	1954		94271	17958	5941	29360	29968	19360	20005	234938	31017	106488	181753	101349	114				0	36			3893	20856	171938	184328							0														222636				9892		0	46		6585													4147			CONF	CONF					
2960555																																																													0	13579	0		27653			12870	0		0	75337	0	0	0	11802	0		36390	1503	1140	3502	4995	329	161	44667	3310	4036	4058	5790	1316				0	0			595	0	0	8377							0														0				0		0	0		247													214			CONF	CONF					
2960788																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2963266																																																													0	1358	403550	0	0	285716	0	285716	11896		0	2370330	0	0	1	170551	18	2352	340374	3076	3594	28717	70071	65094	0	636699	118965	574382	723197	146537	0	0	0	0	0	911	0		23777	249527	249523	972006	0	0				0	0													0	756432				8074	0	0	0	0	1	0	0	1743	0	6331	0	0	0	0	0	0	0	1496	0	312	CONF	CONF				0	
2963275																																																													0	1013	1031		2044			20377	4954		0	73216	0	0	0	4914	0		13481	576	655	162	2205	1316	0	8741	9636	7512	16583	25830	0				0	0			937	707	24040	12904							0														73216				319		0	0		0													295			CONF	CONF					
2963864																																																													0	8335	9624		631			10024	14678		414	207208	0	0	979	71582	1330		47836	3397	3908	8785	35769	19723	0	45235	13353	19424	45998	8719	2901				0	511			17992	20174	21007	27121							0													0	0				0		0	357		1585													1843			CONF	CONF				0	
2967796																																																													0	6079	1895		217			6291	4656		0	107025	3	0	0	33583	2606		36382	680	4280	12399	15782	441	0	13276	18223	20726	19913	938	0				0	383			10665	8857	12031	14000							0														0				0		0	0		2369													3396			CONF	CONF					
2970657																																																													1519	0	94887	0	0	739652	0	739652	11584		825	1628476	0	19030	1015	93979	949	43737	620263	8114	3252	6084	8361	30644	37404	825352	488331	110832	57276	48604	1956	0	0	1519	0	988	0		3785	86559	73624	164261	0	19030				0	50														840536				0	29	11488	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325317	0	147	CONF	CONF					
2973041																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2973386																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
2980209																																																													0	0	5000	0	0	286000	0	286000	0		0	30428000	0	0	0	0	0	0	3000	0	0	0	0	0	0	27217000	1692000	1357000	125000	4000	3000	0	0	0	30039000	0	0	494000	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28771000				209000	0	0	0	209000	0	0	0	0	0	0	0	0	209000	0	0	0	0	98000	0	0	CONF	CONF				0	
2986407																																																													0	517	34838	36134	0	539019	0	539019	30996		0	1559759	0	0	0	381175	3237	76720	71110	4747	1890	3502	3542	102186	264653	246611	59670	224351	367874	269563	6112	0	0	0	0	11035	0		18504	20067	201107	132327	0	0				82	0														499699				526	76	0	36210	0	115754	0	0	0	0	0	0	0	444	0	0	0	444	34973	0	1346	CONF	CONF					
2989006																																																													0	15393	36448		3940			43978	557		0	356212	81	0	0	64529	2784		103965	7306	10058	26223	16953	3267	0	57019	56244	86818	34968	51127	0				0	97			1822	23443	56174	101979							0														0				0		0	48		1912													3189			CONF	CONF					
2992547																																																													0	0	0		2667213			167607	0		8156	3394681	0	0	0	0	0		1665310	0	0	0	0	0	0	1665310	0	1702844	0	0	0				551705	0		2142	0	0	0	0							0														0				34		0	0		0													0			CONF	CONF					
2997216																																																													0	20253	9724		2230			25592	14390		15573	242019	0	0	2607	2222	0		26419	0	0	724	160	1339	0	38740	11972	29791	44334	103023	11935				0	73			3017	6352	48963	93254							0														214715				0		0	0		46													330			CONF	CONF					
2997748																																																													0	0	0		0			21188	525		0	48154	22	0	0	1253	0		30163	0	0	0	59	931	104	28296	2021	5279	8911	2392	0				0	48			2530	292	0	2113							0														28392				0		0	1309		0													18918			CONF	CONF					
2998576																																																													0	74	0		471			1123109	0		0	2270609	10242	320	0	485	566		341076	1	0	0	0	0	483	1427586	161755	224383	293289	126843	7633				0	0			0	78929	865897	18544							0														595520				1836		0	185		0													192271			CONF	CONF					
3005097																																																													0	6894	345		3901			3825	463		0	48372	0	0	0	14120	1231		10947	94	2764	3874	0	1300	5971	8872	6882	6004	3815	2492	5483				0	0			6246	372	3277	5503							0														22185				7		0	91		627													1477			CONF	CONF					
3010363																																																													0	0	1354		0			18751	5848		6675	120602	541	0	0	11710	2630		18116	208	79	3704	5074	2539	106	23637	7689	21487	33191	22004	1425				0	17			3011	15683	36749	15013							0														55594				0		2900	4		73													725			CONF	CONF					
3015939																																																													0	2682	29342		0			7955	12002		0	235276	403	0	10707	17869	297		45105	201	3655	9849	3615	549	0	53025	22064	34233	88332	20156	0				0	21104			158	596	21936	96960							0														0				0		2130	8466		0													14182			CONF	CONF					
3016347																																																													0	6480	38698	0	0	274913	0	274913	34292		0	1456199	4810	0	9027	352371	29272	11130	248583	209749	3472	1814	3978	11706	121469	777915	43497	119979	95871	50933	17831	0	0	0	0	0	0		76272	95632	83954	327509	0	0				0	0														481632				0	0	106354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35262	0	0	CONF	CONF					
3017081																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
3019982																																																													0	0	4116		0			166776	9549		0	764981	725	0	0	149518	460		193998	6644	8958	15829	19707	13637	83440	138605	40846	95931	149820	177185	1867				0	0			12512	15874	180296	199525							0														189919				0		0	0		1326													25754			CONF	CONF					
3020447																																																													0	29374	2808		22836			15761	10576		354	163089	263	0	0	17201	2081		55173	994	5298	4032	5417	1459	0	49880	15426	28394	43992	4324	0				0	144			14207	10881	26256	10007							0													16754	163088				0		0	50		389													427			CONF	CONF				15	
3022610																																																													0	0	6712		0			33389	10515		0	253969	1251	0	0	96546	1462		35639	8407	12636	5863	11165	8550	49496	36566	10535	27249	48558	35132	125				0	422			7512	4565	28951	57925							0														125929				1286		5553	1601		0													67			CONF	CONF					
3025929																																																													0	0	1382		0			23045	1250		151	58078	0	0	0	8810	0		21006	505	704	2654	3937	583	390	8957	10840	10006	13401	4508	618				78	44			338	2317	8103	7478							0														3773				0		0	15		4205													862			CONF	CONF					
3027763																																																													0	455	79117		0			19611	9118		0	370134	529	0	0	110940	231		25277	1143	852	48309	47705	12931	0	27936	18100	87074	78906	44563	3144				0	102			3388	11185	38997	96663							0														220232				680		0	1		138													717			CONF	CONF					
3029253																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
3029589																																																													0	879	430903	1705	272	433795	0	433795	10269		55913	1680127	0	0	62520	91091	2921	39363	272948	9892	8268	16802	24316	17223	14564	895440	107025	170666	221997	153329	29296	0	0	0	0	719	0		7400	248027	145128	233704	0	0				0	0														663080				0	1042	12039	2747	0	3088	0	0	0	0	0	0	0	0	0	0	0	0	1232	0	0	CONF	CONF					
3032833																																																													0	0	281		152			1623	2708		0	30470	0	0	734	10639	734		6128	209	388	2168	5874	297	1703	3986	1545	4361	8050	1191	698				0	7			3401	3213	3722	3692							0													0	1777				0		0	1		145													152			CONF	CONF				0	
3034257																																																													0	16854	4321	0	1019	40603	0	40603	29547		3743	364293	222	0	0	72770	531	70270	22154	5124	15102	2015	11030	3091	35961	76448	35210	13604	26800	29306	109954	0	0	0	0	0	0		21797	32410	81274	37223	0	0				0	0														72744				0	0	0	0	0	6122	0	0	0	0	0	0	0	0	0	0	0	0	16301	0	0	CONF	CONF					
3034695																																																													0	0	18679		0			55297	15725		0	435801	1	0	34796	207605	5639		21981	11899	24391	10731	4045	15023	139065	52954	22201	27263	22362	30423	69513				0	823			3539	0	109680	191							0														209503				734		0	268		9528													8828			CONF	CONF					
3039636																																																													0	0	32252		0			170620	0		0	551705	0	0	0	7422	1167		90031	0	1236	1284	4902	0	0	146456	45560	122937	163624	60576	3787				0	34			0	10412	148833	179867							0														551705				0		489	0		0													609			CONF	CONF					
3040418																																																													0	828	185634	0	0	7343	0	7343	0		0	266123	0	0	0	29145	0	6535	41262	3856	4001	7263	14025	0	0	14881	26507	58561	129042	4909	892	0	0	0	0	0	0		0	9286	2231	29400	0	0				0	0													0	36599				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256	0	0	CONF	CONF				0	
3041358																																																													0	25717	0		11669			9404	274		482	97537	0	0	0	35478	576		11283	936	2847	1151	6105	5501	18736	4608	7831	4493	22924	6956	15136				0	4			641	0	3679	3769							0														47215				0		0	22		3170													2652			CONF	CONF					
3042234																																																													0	3315	876	1	927	14344	0	14345	0		361	130571	0	0	733	64587	2932	397	14676	505	1544	8057	13405	36285	4232	5247	8242	26147	17623	5793	630	0	0	0	0	253	295		4658	7116	10243	15128	0	0				0	0														84685				0	103	0	105	0	2131	0	0	0	0	0	0	0	0	0	0	0	0	3594	0	0	CONF	CONF					
3045383																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0													0	0				0		0	0		0													0			CONF	CONF				0	
3047659																																																													0	287	19583		10328			204933	19791		0	1157045	0	0	0	135318	4573		132600	18109	3064	37400	57600	19034	0	330567	24533	162042	314664	166604	21490				0	389			11459	133580	268099	346344							0													0	700774				31		0	224		169													1968			CONF	CONF				0	
3048487																																																													0	7973	20142		2867			42296	3211		1679	295352	842	0	145	9007	993		64845	11	155	1243	1561	4980	1057	41424	34629	18568	66188	122923	2818				0	95			3284	16025	101347	86928							0														162856				343		0	0		0													347			CONF	CONF					
3049635																																																													0	24697	2679		3240			30348	2849		0	195502	0	0	2836	67823	3432		50158	5307	5873	22666	10555	7838	15582	27588	20270	42527	17243	14309	5270				0	345			4034	2139	17827	29878							0														26005				1		0	0		3132													3079			CONF	CONF					
3052813																																																													0	0	12328	0	0	68628	0	68628	137		0	717692	0	15446	0	185719	0	64875	71772	0	0	0	5387	204	178253	171608	36466	54145	80715	185576	690	0	0	0	0	17	0		0	0	150762	222058	1346	14100				0	0													0	574094				198	0	0	0	0	62597	0	0	0	0	0	198	0	0	0	0	0	0	0	198	0	CONF	CONF				0	
3066025	0			0	0	0	0		0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0													0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0		0	0	0	0	0	0		0	0	0		0	0	0	0	0	0							0	0	0	0	0			0	0	0	0						0	0													0						0	0			0	0	0	0	0	0				0				0		0	CONF	CONF				0	
3067929																																																													0	1015	12647		0			14451	0		0	132854	0	0	0	1708	0		15997	0	191	556	385	576	0	15255	4006	19496	28050	61718	2621				0	0			7407	5073	13213	77318							0														33479				0		0	4		18													0			CONF	CONF					
3068579																																																													0	577	113749	0	0	37974	0	37974	23228		27531	1271505	0	0	5372	716738	54026	148	69863	2488	6547	39385	70922	390631	206592	42881	37169	113381	183604	167033	10628	0	0	0	0	226	0		4361	17695	87478	186171	0	0				583	0														839715				1728	1456	0	1456	0	166	0	1124	0	0	0	0	0	21	0	0	0	21	129	0	0	CONF	CONF					
3070545																																																													0	45618	20125		11261			37054	8550		0	249375	0	0	0	62596	257		31201	534	5159	3089	5186	17311	31195	36029	15584	46459	41026	33080	14405				0	48			2409	6325	16623	15993							0														62596				0		0	1269		15564													5683			CONF	CONF					
3075474																																																													0	33	1783		0			30418	22692		0	336701	294	0	0	41882	1000		71370	3252	6453	14661	12549	4967	0	160797	17810	28741	31033	48556	642				0	0			7902	22464	99449	107971							0													0	1871				2125		0	68		124													1209			CONF	CONF				0	
3076220																																																													0	0	0	0	264	3777003	77661	3854664	0		0	6668326	0	0	170972	1404022	288	1122621	2631776	0	149	3412	207854	945061	247547	4242743	532248	296313	62109	130891	0	0	0	0	4111	0	0		0	0	376	3649	0	0				0	0														1049582				0	14810	0	14810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1386142	0	0	CONF	CONF					
3076248																																																													0	0	0	0	121	3377545	106400	3483945	151202		0	12946260	0	0	197766	6733853	0	4949846	3466101	133877	194586	862361	1676764	2859921	1001897	5445746	280295	383764	47203	610	0	0	0	0	0	0	0		0	1162589	35603	614186	0	0				0	1698														6448421				0	2643	494230	2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267888	0	0	CONF	CONF					
3076453																																																													0	1625	183846		0			282591	42803		0	1886086	0	0	40229	105774	784		456192	24865	11720	26616	14603	23755	4219	560054	106122	205342	310446	551433	40757				0	2079			91161	150938	381071	642685							0														980759				0		0	0		40													689			CONF	CONF					
3076604																																																													0	668	43574	27198	0	297838	0	297838	8156		0	943675	0	0	4624	105698	2905	33965	52000	2195	5766	17654	20598	16905	42580	187099	43747	242353	240750	105397	4222	0	0	0	420	3646	0		3214	58382	160555	178125	0	0				8	0														242932				82	43008	4800	70206	0	225	0	0	0	74	0	0	0	0	0	0	0	0	5263	0	0	CONF	CONF					
3089752																																																													0	0	0		0			0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0				0	0			0	0	0	0							0														0				0		0	0		0													0			CONF	CONF					
3090833																																																													0	88	10884		0			73853	6683		0	177809	0	0	0	24679	3788		44553	2231	801	8957	9275	2212	943	37201	7352	30459	53858	23693	534				0	1520			5691	4924	29415	15790							0														71752				0		0	0		96													398			CONF	CONF					
3102893																																																													0	0	2529		0			33368	0		0	91071	0	0	0	13473	510		20277	1525	1112	3920	4843	2072	0	19724	1701	22783	12215	21175	0				0	0			398	1240	25249	14304							0														26028				0		0	0		0													0			CONF	CONF					
3103591																																																													1300	10848	5315		3988			8225	410		0	72504	0	0	0	13912	629	3865	7294	136	1723	2611	5507	3247	634	4095	3199	16944	26976	3866	1928				0	0			0	896	14764	11359						0	0														22435				0		0	70	0	762	0	0	0	0	0			0	0		0	0	26	0	0	CONF	CONF					
3109043																																																													0	0	264386	0	0	508356	0	508356	3683		0	2674677	0	0	30531	92788	0	43162	646333	18792	20987	27463	14737	5292	4311	634534	254785	809727	542705	279619	15154	0	0	0	0	33	0		0	151504	695378	916848	0	0				2311	0													0	1802306				4243	41701	0	41701	0	0	0	0	0	0	0	1932	0	0	0	0	0	0	0	1932	0	CONF	CONF				0	
3109146																																																													0	0	504234	0	0	48417	0	48417	149259		0	3513122	0	0	0	1704525	12598	711154	63328	85166	20018	165688	283208	221812	927865	622915	59359	329562	441393	320621	33911	0	0	0	0	180614	0		18408	98748	135926	659854	0	0				0	0													0	2033941				0	96	0	96	0	299	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	CONF	CONF				0	
3110197																																																													0	5021	31803		385			117108	75508		1199	2470789	2473	0	7520	152462	1735		354706	13541	13112	23455	34124	6765	61303	1331298	72754	234858	149399	312940	218511				0	29			60781	226370	158224	235541							1276														472089				3316		0	3883		1110													1402103			CONF	CONF					
