"IDRSSD"	RIAD3210	RIAD3217	RIAD4340	RIAD4356	RIAD4415	RIAD4460	RIAD4470	RIADB507	RIADB508	RIADB509	RIADB510	RIADB511	
292908	199569	198758	3027	0	0	0	0	0	198758	259	0	-2475	
293053	236691	227778	12310	0	0	2350	0	0	227778	0	0	-1047	
293352	5975	5793	176	0	0	0	0	0	5793	0	0	6	
293437	23826	25804	-116	0	0	0	0	0	25804	0	0	-1862	
293651	24872	25773	1108	0	0	1800	0	0	25773	0	0	-209	
293754	9710	9748	330	0	0	401	0	0	9748	0	0	33	
294023	68367	65380	2186	0	0	450	0	0	65380	0	0	1251	
294751	53467	53376	1610	0	0	1200	0	0	53376	0	0	-319	
294779	237292	235833	5788	0	0	4500	0	0	235833	89	0	82	
294827	21073	20862	433	0	0	84	0	0	20862	0	0	-138	
295011	60826	59500	1954	0	0	0	0	0	59500	0	0	-628	
295057	14201	15899	420	0	0	2100	0	0	15899	0	0	-18	
295646	2055	2139	-4	0	0	19	0	0	2139	0	0	-61	
296456	69234	67829	1491	0	0	0	0	0	67829	0	0	-86	
296474	38358	38241	166	0	0	0	0	0	38241	0	0	-49	
296559	23093	22933	889	0	0	0	0	0	22933	0	0	-729	
296755	22489	21879	1287	0	0	685	0	0	21879	0	0	8	
296858	10941	10546	427	0	0	0	0	0	10546	0	0	-32	
297051	17146	16585	774	0	0	0	0	0	16585	0	0	-213	
297761	5788	7374	-537	0	0	0	0	0	7374	0	0	-1049	
298049	20381	20149	611	0	0	342	0	0	20149	0	0	-37	
298218	139768	135762	3388	0	0	0	0	0	135762	0	0	618	
298245	39621	39911	773	0	0	0	0	0	39911	0	0	-1063	
299868	59560	59244	618	0	0	302	0	0	59244	0	0	0	
300009	108188	105791	3240	0	0	0	0	0	105791	0	0	-843	
300063	133416	132074	1452	0	93	0	0	0	132074	0	0	-203	
300353	28734	28303	1237	0	0	0	0	0	28303	0	0	-806	
300933	31795	31833	1743	0	0	1125	0	0	31833	0	0	-656	
300942	21223	21150	692	0	0	500	0	0	21150	0	0	-119	
300960	132834	130042	3311	0	0	0	0	0	130042	236	0	-755	
301574	82781	82487	1068	0	23	0	0	0	82487	0	0	-797	
301800	104649	105316	576	0	0	0	0	0	105316	0	0	-1243	
302030	9729	9590	321	0	0	0	0	0	9590	0	0	-182	
302133	5301	5287	-18	0	0	0	0	0	5287	0	0	32	
302553	37033	36973	833	0	0	420	0	0	36973	0	0	-353	
302656	275772	269480	5720	0	0	0	0	0	269480	0	0	572	
303653	22969	23047	671	0	0	400	0	0	23047	0	0	-349	
303701	17389	17015	401	0	0	0	0	0	17015	0	0	-27	
303747	5874	6036	-5	0	0	73	0	0	6036	0	0	-84	
303952	49714	49648	1493	0	0	252	0	0	49648	0	0	-1175	
304173	153540	155349	602	0	0	0	0	0	155349	0	0	-2411	
304520	12375	12204	632	0	0	390	0	0	12204	0	0	-71	
304575	713	786	-77	0	0	0	0	0	786	0	0	4	
304762	29857	30245	-83	0	0	0	0	0	30245	27	0	-332	
304913	123176	121808	1365	0	0	0	0	0	121808	3	0	0	
305059	13671	13224	661	0	0	100	0	0	13224	0	0	-114	
305077	27414	27456	281	0	0	0	0	0	27456	0	0	-323	
305237	19788	19919	654	0	0	625	0	0	19919	0	0	-160	
305442	43847	42703	1087	0	0	0	0	0	42703	0	0	57	
306056	3569	3506	63	0	0	0	0	0	3506	0	0	0	
306159	42407	43120	682	0	0	1300	0	0	43120	0	0	-95	
306337	42569	41909	1364	0	0	0	0	0	41909	0	0	-704	
306908	70603	69415	2509	0	0	650	0	0	69415	0	0	-671	
307062	75254	73953	1403	0	0	122	0	0	73953	0	0	20	
307334	22333	21827	82	0	0	0	0	0	21827	0	0	424	
307361	55943	54712	1109	0	0	0	0	0	54712	0	0	122	
307679	126983	126693	2937	0	0	2132	0	0	126693	0	0	-515	
308256	6234	6099	279	0	0	145	0	0	6099	0	0	1	
308340	12003	11360	303	0	975	159	0	0	11360	0	0	-476	
308836	8638	8462	33	0	0	51	0	0	8462	0	0	194	
309150	44932	44546	1513	0	0	628	0	0	44546	0	0	-499	
309655	142836	140006	2733	0	104	0	0	0	140006	0	0	-7	
309851	4681	4762	2	0	0	0	0	0	4762	0	0	-83	
310754	33370	30454	1898	0	1000	0	0	0	30454	0	0	18	
310950	13211	12912	350	0	0	0	0	0	12912	0	0	-51	
310978	320893	319181	2974	0	7	0	0	0	319181	0	0	-1269	
311050	121438	120286	2405	0	0	0	0	0	120286	0	0	-1253	
311144	5592	5538	350	0	0	165	0	0	5538	0	0	-131	
311256	26339	26735	66	0	0	395	0	0	26735	0	0	-67	
311265	23285	23683	639	0	0	447	0	0	23683	0	0	-590	
311603	104705	104728	870	0	0	0	0	0	104728	0	0	-893	
311658	4415	4494	38	0	0	0	0	0	4494	0	0	-117	
311845	1913514	1864327	22316	0	50000	0	67	0	1864327	600	0	-23662	
311939	28316	27599	861	0	0	0	0	0	27599	0	0	-144	
312244	48260	48765	3197	0	0	2600	0	0	48765	0	0	-1102	
312356	21518	21230	686	0	0	205	0	0	21230	0	0	-193	
313009	30404	31356	-790	0	0	0	0	0	31356	0	0	-162	
313157	14187	14282	315	0	0	413	0	0	14282	0	0	3	
313223	31781	31019	1049	0	0	415	0	0	31019	3	0	125	
313577	78751	78136	1719	0	0	0	0	0	78136	0	0	-1104	
314257	105177	102425	2883	0	0	1267	0	0	102425	0	0	1136	
314444	12838	13365	863	0	-872	0	0	0	13365	0	0	-518	
315656	24311	23772	1164	0	0	625	0	0	23772	0	0	0	
316840	895689	875503	30628	0	0	12000	0	0	875503	1001	0	557	
316859	12019	12231	314	0	0	468	0	0	12231	30	0	-88	
316934	4823	5701	-27	0	0	0	0	0	5701	0	0	-851	
317258	34938	35251	1654	0	0	1418	0	0	35251	0	0	-549	
317342	876133	857542	27165	0	0	8800	0	2482	860024	0	0	-2256	
317379	58636	58060	996	0	0	0	0	0	58060	35	0	-455	
317650	2648	2800	-49	0	0	0	0	0	2800	0	0	-103	
318974	221466	215978	2339	0	0	110	0	0	215978	0	0	3259	
319047	22066	22750	243	0	0	0	0	-80	22670	0	0	-847	
319458	-911	-63	694	0	0	920	0	19	-44	0	0	-641	
319551	56132	54727	1549	0	0	0	0	0	54727	0	0	-144	
320034	2342	1923	177	0	0	0	0	0	1923	0	0	242	
320052	58000	56783	1287	0	0	0	0	0	56783	0	0	-70	
320070	36381	36350	62	0	0	0	0	0	36350	0	0	-31	
320119	1230818	1213407	21536	0	0	0	0	0	1213407	0	0	-4125	
321152	16695	17647	-778	0	0	0	0	0	17647	-102	0	-72	
321255	4364	4279	185	0	0	100	0	0	4279	0	0	0	
321273	110207	108270	1489	0	0	0	0	0	108270	434	0	14	
321330	6022	5786	322	0	0	0	0	0	5786	0	0	-86	
321947	47884	49680	794	0	0	0	0	0	49680	0	0	-2590	
322449	11351	11100	260	0	0	0	0	0	11100	0	0	-9	
322551	4163	4055	134	0	0	52	0	0	4055	0	0	26	
323204	124414	124574	3849	0	0	2100	0	0	124574	0	0	-1909	
323651	28249	28254	460	0	0	0	0	0	28254	0	0	-465	
324153	24840	24811	683	0	0	0	0	0	24811	0	0	-654	
324229	6273	6246	58	0	0	30	0	0	6246	0	0	-1	
324256	6399	6135	464	0	0	200	0	0	6135	0	0	0	
324340	227331	216975	5957	0	11	2868	0	0	216975	0	0	7256	
324854	24696	24014	844	0	0	0	0	0	24014	0	0	-162	
324863	264830	255054	11478	0	0	200	0	0	255054	0	0	-1502	
324975	12253	12870	-102	0	0	0	0	0	12870	0	0	-515	
325141	33286	34025	638	0	0	1250	0	0	34025	0	0	-127	
325459	3931	3945	110	0	0	0	0	0	3945	0	0	-124	
325534	24953	25572	271	0	0	86	0	0	25572	0	0	-804	
326054	43403	44536	1015	0	0	2000	0	0	44536	0	0	-148	
326344	52739	51887	1805	0	0	192	0	0	51887	0	0	-761	
326858	165390	163325	3674	0	0	2600	0	0	163325	0	0	991	
326979	82833	82828	1345	0	0	15	0	0	82828	0	0	-1325	
327220	9381	9541	286	0	0	121	0	0	9541	0	0	-325	
327305	106670	106976	2275	0	0	1116	0	0	106976	0	0	-1465	
327435	34531	35589	1583	0	0	550	0	-14	35575	0	0	-2077	
327556	29702	28264	1702	0	0	0	0	0	28264	0	0	-264	
327855	91165	90631	2843	0	0	1861	0	0	90631	0	0	-448	
328058	6792	7350	73	0	0	600	0	0	7350	0	0	-31	
328357	50721	47796	6837	0	0	4173	0	0	47796	0	0	261	
328656	19078	18124	969	0	0	0	0	0	18124	0	0	-15	
328777	283564	284292	3506	0	0	0	0	0	284292	0	0	-4234	
329149	15422	15263	298	0	0	75	0	0	15263	0	0	-64	
329345	89095	87417	2471	0	0	650	0	0	87417	0	0	-143	
329550	39978	39728	1393	0	0	700	0	0	39728	0	0	-443	
329952	76389	75057	1727	0	0	0	0	0	75057	0	0	-395	
330239	51512	51952	2232	0	0	957	0	0	51952	0	0	-1715	
330248	14839	14874	435	0	0	177	0	0	14874	0	0	-293	
330855	320531	328161	3586	0	0	10000	0	0	328161	0	0	-1216	
330873	18873	19199	-165	0	0	0	0	0	19199	0	0	-161	
330949	19378	19085	412	0	0	30	0	0	19085	0	0	-89	
331076	65494	65058	565	0	0	0	0	0	65058	0	0	-129	
331375	28713	28756	80	0	0	0	0	0	28756	0	0	-123	
331544	13637	13715	272	0	0	146	0	0	13715	0	0	-204	
331713	44852	44869	534	0	0	0	0	0	44869	0	0	-551	
332224	59589	59541	728	0	0	75	0	0	59541	0	0	-605	
332345	3242	3144	87	0	0	0	0	0	3144	0	0	11	
332671	26494	26228	170	0	0	0	0	0	26228	0	0	96	
332756	9448	9313	87	0	0	0	0	0	9313	0	0	48	
333034	38960	45274	2709	0	0	8950	0	0	45274	0	0	-73	
333203	79774	82122	2646	0	0	2200	0	0	82122	145	0	-2939	
333650	52629	53268	2566	0	0	2900	0	0	53268	0	0	-305	
333856	48062	43862	4471	0	0	0	0	0	43862	0	0	-271	
333940	6442	6483	76	0	0	44	0	0	6483	0	0	-73	
334264	47385	47668	2723	0	0	1500	0	0	47668	0	0	-1506	
335346	47031	42446	786	0	4000	0	0	0	42446	10	0	-211	
336147	16478	16123	400	0	0	0	0	0	16123	0	0	-45	
336361	31428	30743	704	0	0	0	0	0	30743	0	0	-19	
336576	28476	28615	-706	0	0	0	0	0	28615	0	0	567	
337340	19375	19426	210	0	0	200	0	0	19426	0	0	-61	
338646	53271	52070	1985	0	700	1360	0	0	52070	0	0	-124	
338945	6669	6683	164	0	0	180	0	0	6683	0	0	2	
339072	237627	237446	202	0	0	0	0	0	237446	0	0	-21	
339353	9210	10452	376	0	0	1500	0	0	10452	0	0	-118	
339456	60208	60003	1236	0	0	500	0	0	60003	0	0	-531	
339607	122061	122660	-127	0	0	0	0	0	122660	0	0	-472	
339773	584406	576481	7713	0	0	0	0	0	576481	0	0	212	
339858	4816732	4785453	88844	0	0	50000	0	0	4785453	3463	0	-11028	
340135	155656	154832	5810	0	0	3705	0	0	154832	0	0	-1281	
340144	115541	113617	2024	0	68	0	0	0	113617	0	0	-168	
340256	72304	76214	656	0	0	3000	0	0	76214	0	0	-1566	
340443	10396	10907	354	0	0	75	0	0	10907	0	0	-790	
340742	78537	78415	402	0	0	0	0	0	78415	0	0	-280	
340751	84138	86170	2546	0	0	4474	0	0	86170	0	0	-104	
341310	66236	65487	1363	0	0	0	0	0	65487	0	0	-614	
342054	33067	32541	1676	0	0	0	0	0	32541	0	0	-1150	
342362	-35592	-25449	34	0	0	0	0	0	-25449	0	0	-10177	
342410	291419	284540	10070	0	0	3000	0	0	284540	0	0	-191	
342634	1789023	1768536	43650	0	0	17970	0	0	1768536	2238	0	-7431	
343051	7385	8052	-410	0	0	0	0	-110	7942	0	0	-147	
343248	4592	4549	25	0	0	0	0	0	4549	0	0	18	
343770	10690	10448	250	0	0	0	0	0	10448	0	0	-8	
343903	90615	90547	250	0	0	0	0	0	90547	0	0	-182	
343958	9707	10266	307	0	0	866	0	0	10266	0	0	0	
344647	65981	65629	861	0	0	800	0	0	65629	0	0	291	
344852	8173	8307	314	0	0	125	0	0	8307	0	0	-323	
345309	219725	214496	7169	0	0	0	0	0	214496	0	0	-1940	
345345	50938	49902	1621	0	0	585	0	0	49902	0	0	0	
345747	61523	60668	1335	0	0	0	0	0	60668	0	0	-480	
345756	75738	75064	1230	0	0	500	0	0	75064	0	0	-56	
345877	82047	79327	2789	0	0	0	0	0	79327	126	0	-195	
346379	21827	21871	241	0	0	229	0	0	21871	0	0	-56	
346566	8779	8359	430	0	0	0	0	0	8359	0	0	-10	
346771	21758	20795	963	0	0	0	0	0	20795	0	0	0	
347022	23829	23487	845	0	0	100	0	0	23487	0	0	-403	
347639	31527	31995	-287	0	0	0	0	0	31995	0	0	-181	
347956	17473	17520	-213	0	0	0	0	0	17520	0	0	166	
348159	17953	16297	2295	0	0	600	0	0	16297	0	0	-39	
348720	115146	111864	5253	0	0	1181	0	0	111864	44	0	-834	
349129	17153	16358	596	0	0	250	0	0	16358	0	0	449	
349343	25739	25266	1246	0	0	750	0	0	25266	0	0	-23	
350572	15938	15968	298	0	0	345	0	0	15968	0	0	17	
350657	2592	2570	26	0	0	0	0	0	2570	0	0	-4	
350750	29840	29673	1333	0	0	1166	0	0	29673	0	0	0	
351131	8409	8403	103	0	0	0	0	0	8403	0	0	-97	
351560	45735	45182	1303	0	0	750	0	0	45182	0	0	0	
351878	16858	16796	140	50	0	0	0	0	16796	0	0	-128	
352370	25148	24969	-30	0	0	0	0	0	24969	0	0	209	
352651	20507	20004	510	0	0	0	0	0	20004	0	0	-7	
352745	23275	23585	1147	0	0	1100	0	0	23585	0	0	-357	
352772	1716406	1709153	40142	0	0	22672	0	0	1709153	0	0	-10217	
353238	54131	52928	2376	0	0	958	0	0	52928	0	0	-215	
353546	15871	15908	50	0	0	0	0	0	15908	0	0	-87	
353555	895878	878025	31608	0	0	13757	0	0	878025	0	0	2	
353957	6472	6563	165	0	0	0	0	0	6563	0	0	-256	
354057	5067	5902	248	0	0	132	0	0	5902	0	0	-951	
354253	5107	5210	7	0	0	0	0	0	5210	0	0	-110	
354310	869975	856289	23541	0	0	5645	0	0	856289	0	0	-4210	
354552	39710	42063	2777	0	0	2485	0	0	42063	0	0	-2645	
354851	11600	11557	545	0	0	500	0	0	11557	0	0	-2	
355120	91612	89248	2533	0	0	0	0	0	89248	0	0	-169	
355559	41959	40835	912	0	0	170	0	0	40835	0	0	382	
355858	386906	379353	8986	0	0	971	0	0	379353	0	0	-462	
356239	35125	35200	1348	0	0	453	0	-26	35174	0	0	-944	
356659	33631	33297	920	0	0	600	0	0	33297	0	0	14	
356752	23778	22461	1269	0	0	0	0	0	22461	0	0	48	
357526	14427	13939	544	0	0	0	0	0	13939	0	0	-56	
357553	23424	23718	239	0	0	175	0	0	23718	0	0	-358	
357777	40987	40765	222	0	0	0	0	0	40765	0	0	0	
357937	46542	47221	588	0	0	1205	0	0	47221	0	0	-62	
358112	17703	17498	462	0	0	0	0	0	17498	0	0	-257	
358448	7186	7225	128	0	0	51	0	0	7225	0	0	-116	
358756	1391	1731	58	0	0	42	0	0	1731	0	0	-356	
359472	16616	16565	50	0	0	0	0	0	16565	0	0	1	
359744	8912	9037	344	0	0	450	0	0	9037	0	0	-19	
360777	7192	7178	14	0	0	0	0	0	7178	0	0	0	
361055	60015	62138	1664	0	0	702	0	0	62138	0	0	-3085	
361167	929160	917035	23854	0	0	15000	0	0	917035	668	0	2603	
361279	27352	25158	280	0	2000	0	0	0	25158	0	0	-86	
361354	8095	8018	57	0	0	0	0	0	8018	0	0	20	
361439	44278	44423	1290	0	0	1140	0	0	44423	0	0	-295	
362043	3509	3602	46	0	0	200	0	0	3602	0	0	61	
362155	22171	21640	556	0	0	0	0	0	21640	0	0	-25	
362717	120421	117979	2947	0	0	0	0	0	117979	0	0	-505	
362856	17194	18643	540	0	0	1150	0	0	18643	0	0	-839	
362940	11361	10999	317	0	0	0	0	0	10999	0	0	45	
363442	3161	3129	38	0	0	0	0	0	3129	0	0	-6	
363648	20778	21204	249	0	0	0	0	0	21204	0	0	-675	
363657	53040	53894	1485	0	0	2250	0	0	53894	0	0	-89	
363778	9217	9143	74	0	0	0	0	0	9143	0	0	0	
364131	27131	26803	1223	0	0	750	0	0	26803	0	0	-145	
364270	20559	20052	507	0	0	0	0	0	20052	0	0	0	
364430	28443	28004	983	0	0	500	0	0	28004	0	0	-44	
364850	11508	11338	166	0	0	0	0	0	11338	0	0	4	
365325	4852426	4818320	92437	0	0	57000	0	0	4818320	0	0	-1331	
365745	41986	41783	1165	0	0	0	0	0	41783	0	0	-962	
365848	8842	9365	134	0	0	106	0	0	9365	0	0	-551	
365950	19611	19577	39	0	0	0	0	0	19577	0	0	-5	
366078	66948	69716	-1614	0	0	400	0	0	69716	0	0	-754	
366238	180057	180156	5535	0	0	3000	0	0	180156	331	0	-2965	
366247	22821	22240	373	0	0	0	0	0	22240	0	0	208	
366359	5351	5648	496	0	0	818	0	0	5648	0	0	25	
366658	11797	11843	221	0	0	221	0	0	11843	0	0	-46	
366854	15018	14746	172	0	100	0	0	0	14746	0	0	0	
367150	11302	11187	325	0	0	187	0	0	11187	0	0	-23	
367178	27041	26818	223	0	0	0	0	0	26818	0	0	0	
367431	38278	38387	1001	0	0	1247	0	0	38387	0	0	137	
367543	39785	39410	1105	0	0	0	0	0	39410	0	0	-730	
368054	17884	17721	535	0	0	0	0	0	17721	0	0	-372	
368344	7790	7862	555	0	0	375	0	0	7862	0	0	-252	
368522	19353	19187	379	0	0	291	0	0	19187	0	0	78	
368933	20655	20504	1172	0	0	573	0	0	20504	0	0	-448	
368951	23824	23168	897	0	0	237	0	0	23168	0	0	-4	
369453	9161	9300	397	0	0	50	0	0	9300	0	0	-486	
369659	165342	139890	9952	0	21118	5150	0	0	139890	0	0	-468	
370020	55813	53104	1165	0	1750	0	0	0	53104	0	0	-206	
370347	13568	13606	320	0	0	200	0	0	13606	0	0	-158	
370721	25536	25495	479	0	0	110	0	0	25495	0	0	-328	
370833	14823	14735	144	0	0	0	0	0	14735	0	0	-56	
370954	15294	15422	865	0	0	893	0	0	15422	0	0	-100	
371223	28910	27280	860	0	0	0	0	0	27280	0	0	770	
371232	21851	21447	635	0	0	100	0	0	21447	0	0	-131	
371362	35551	36907	542	0	0	181	0	0	36907	0	0	-1717	
371559	16938	16774	373	0	0	120	0	0	16774	0	0	-89	
371755	6752	6586	129	0	0	53	0	0	6586	0	0	90	
371849	6393	6297	187	0	0	0	0	0	6297	0	0	-91	
371924	139177	137359	4431	0	0	1280	0	0	137359	0	0	-1333	
371942	13100	12787	530	0	0	150	0	0	12787	0	0	-67	
372444	7932	8055	29	0	0	0	0	0	8055	0	0	-152	
372538	132317	128682	3662	0	0	0	0	0	128682	0	0	-27	
372640	16430	15903	546	0	0	0	0	0	15903	0	0	-19	
372855	21188	21663	322	0	0	638	0	0	21663	0	0	-159	
373272	4131	4377	-127	0	0	0	0	-105	4272	0	0	-14	
373553	8561	8403	413	0	0	255	0	0	8403	0	0	0	
373601	-35502	-29798	-6762	0	0	0	0	0	-29798	0	0	1058	
374130	16550	16377	524	0	0	43	0	0	16377	0	0	-308	
374653	388286	380588	12558	0	0	3800	0	0	380588	0	0	-1060	
374774	18881	18696	1409	0	0	906	0	0	18696	0	0	-318	
375043	141340	140778	4287	0	0	3267	0	0	140778	0	0	-458	
375379	3147	3216	6	0	0	0	0	9	3225	0	0	-84	
375502	201333	196030	4924	0	0	0	0	0	196030	485	0	-106	
375566	140760	132251	3148	0	5000	50	0	0	132251	0	0	411	
375650	2825	2396	348	0	0	0	0	0	2396	0	0	81	
376237	10343	10063	397	0	0	0	0	0	10063	0	0	-117	
376273	344790	339612	5178	0	0	0	0	0	339612	0	0	0	
376442	74816	74093	1163	0	0	300	0	0	74093	0	0	-140	
376947	31915	30979	992	0	0	0	0	0	30979	0	0	-56	
377663	5233	5589	110	0	0	87	0	0	5589	0	0	-379	
377850	22937	22675	596	0	0	324	0	0	22675	0	0	-10	
378044	6028	6005	23	0	0	0	0	0	6005	0	0	0	
378110	4552	4664	-37	0	0	0	0	0	4664	0	0	-75	
379050	3161	3081	80	0	0	5	0	0	3081	0	0	5	
379153	13336	12585	650	0	0	0	0	0	12585	0	0	101	
379470	19349	19575	45	0	0	0	0	0	19575	0	0	-271	
379649	61954	61247	1023	0	0	0	0	0	61247	0	0	-316	
379920	5968943	5933541	126351	0	0	75000	0	-458	5933083	0	0	-15491	
380346	13160	13611	18	0	0	0	0	0	13611	0	0	-469	
380458	221776	211002	3278	0	296	0	0	0	211002	0	0	7200	
380533	47441	47141	1096	0	0	800	0	0	47141	0	0	4	
380878	30411	30583	-495	0	0	0	0	0	30583	0	0	323	
380944	11418	11333	371	0	0	150	0	0	11333	0	0	-136	
381026	7025	6972	206	0	0	0	0	0	6972	0	0	-153	
381932	33125	32053	1442	0	0	0	0	0	32053	0	0	-370	
381950	6424	6639	-357	0	0	48	0	0	6639	0	0	190	
382050	26732	24201	1734	0	0	0	0	0	24201	0	0	797	
382069	45864	45098	1982	0	0	0	0	0	45098	0	0	-1216	
382256	4704	4645	29	0	0	0	0	0	4645	0	0	30	
382274	305	342	-37	0	0	0	0	0	342	0	0	0	
382443	37184	36191	1287	0	0	225	0	0	36191	0	0	-69	
382537	56321	55578	1110	0	0	0	0	0	55578	0	0	-367	
382649	93332	97339	2885	0	0	5281	0	0	97339	0	0	-1611	
382658	39202	38029	1173	0	0	0	0	0	38029	0	0	0	
382742	12210	12288	-61	0	0	0	0	0	12288	0	0	-17	
382854	9949	9973	148	0	0	0	0	0	9973	0	0	-172	
384018	460545	455862	4911	0	0	0	0	0	455862	0	0	-228	
384278	323756	307988	6983	0	0	3500	0	0	307988	0	0	12285	
384353	1710	1388	22	0	300	0	0	0	1388	0	0	0	
384652	129815	128583	1087	0	0	0	0	0	128583	226	0	-81	
384830	15383	15208	234	0	0	0	0	0	15208	0	0	-59	
385350	16168	15494	674	0	0	0	0	0	15494	0	0	0	
385471	84383	84904	742	0	0	1168	0	0	84904	0	0	-95	
385547	24871	24359	663	0	0	0	0	0	24359	0	0	-151	
385686	55794	55720	166	0	0	0	0	0	55720	0	0	-92	
386432	21218	20645	595	0	0	0	0	0	20645	0	0	-22	
386450	52499	52272	227	0	0	0	0	0	52272	0	0	0	
386731	11358	11697	397	0	0	139	0	0	11697	0	0	-597	
386825	6897	6911	186	0	0	0	0	0	6911	0	0	-200	
387055	20710	20312	473	0	0	0	0	0	20312	0	0	-75	
387671	58762	58979	464	0	0	0	0	0	58979	0	0	-681	
388155	19816	19714	513	0	0	0	0	0	19714	0	0	-411	
388258	4605	4618	17	0	0	10	0	0	4618	0	0	-20	
388557	49068	48697	1396	0	0	989	0	0	48697	0	0	-36	
388744	32174	31707	1021	0	0	0	0	0	31707	0	0	-554	
388753	4907	4935	79	0	0	105	0	0	4935	0	0	-2	
388874	13184	13249	-60	0	0	0	0	0	13249	0	0	-5	
389358	34820	32276	2544	0	0	0	0	0	32276	0	0	0	
389376	10384	10459	-49	0	0	0	0	0	10459	0	0	-26	
389826	2421	2449	31	0	0	0	0	0	2449	0	0	-59	
390372	62633	62866	-131	0	0	0	0	0	62866	0	0	-102	
390840	26194	25775	392	0	0	0	0	0	25775	0	0	27	
391418	14944	16116	-457	0	0	0	0	0	16116	0	0	-715	
391557	6055	5789	266	0	0	0	0	0	5789	0	0	0	
391575	591705	545520	31881	0	8618	0	0	0	545520	0	0	5686	
391959	10052	10137	210	0	0	300	0	0	10137	0	0	5	
391977	72791	70114	1566	0	0	0	0	0	70114	0	0	1111	
392152	9138	8790	348	0	0	0	0	0	8790	0	0	0	
392255	6617	6626	173	0	0	0	0	0	6626	0	0	-182	
392778	40343	41509	1071	0	0	0	0	0	41509	0	0	-2237	
393252	16587	15790	654	0	0	0	0	0	15790	0	0	143	
393355	15209	13863	613	0	0	0	0	0	13863	0	0	733	
393953	72939	74336	1109	0	0	447	0	0	74336	0	0	-2059	
394156	14923	15262	76	0	0	15	0	0	15262	0	0	-400	
394259	35521	35023	1532	0	0	655	0	0	35023	0	0	-379	
395238	4840859	4947888	125237	0	0	100000	0	0	4947888	-1145	0	-131121	
396057	6719	6863	118	0	0	250	0	0	6863	0	0	-12	
396244	38824	39742	160	0	0	500	0	0	39742	0	0	-578	
396253	111750	110121	843	0	0	1500	0	0	110121	2250	0	36	
396954	21533	20346	1306	0	0	765	0	0	20346	0	0	646	
397456	12014	12667	315	0	0	305	0	0	12667	0	0	-663	
397531	111576	109360	2583	0	0	630	0	0	109360	0	0	263	
397540	261019	255998	9008	0	0	4000	0	0	255998	0	0	13	
397559	54084	54511	1649	0	0	1290	0	0	54511	0	0	-786	
397755	189670	186011	3654	0	0	0	0	0	186011	0	0	5	
397858	11708	4948	-237	3942	3000	0	0	0	4948	0	0	55	
398051	10309	10345	221	0	0	104	0	0	10345	0	0	-153	
398248	29642	29713	259	0	0	260	0	0	29713	0	0	-70	
398668	1055063	1053706	63191	0	0	62000	0	0	1053706	166	0	0	
398837	32569	32085	791	0	0	201	0	0	32085	0	0	-106	
399357	8516	8414	250	0	0	142	0	0	8414	0	0	-6	
399517	557186	548493	13675	0	0	3849	0	0	548493	0	0	-1133	
399731	12541	12413	196	0	0	0	0	0	12413	0	0	-68	
399973	19907	19259	697	0	0	0	0	0	19259	0	0	-49	
400057	15192	14539	999	0	0	456	0	0	14539	0	0	110	
400141	46486	46860	1658	0	0	700	0	0	46860	0	0	-1332	
400365	45572	45603	1754	0	0	1700	0	0	45603	11	0	-96	
400767	16623	17090	213	0	0	43	0	0	17090	0	0	-637	
401072	9264	9466	31	0	0	0	0	0	9466	0	0	-233	
401559	5083	4984	347	0	-51	400	0	0	4984	0	0	203	
401755	21240	21104	1171	0	0	1035	0	0	21104	0	0	0	
401906	97075	96676	2093	0	0	0	0	0	96676	0	0	-1694	
401951	6902	6750	145	0	275	261	0	0	6750	0	0	-7	
402846	30573	30167	393	0	0	0	0	0	30167	0	0	13	
402873	11604	11443	-72	0	0	0	0	0	11443	234	0	-1	
403067	14484	14668	40	0	0	0	0	0	14668	0	0	-224	
403151	192502	190255	7045	0	0	3000	0	0	190255	0	0	-1798	
403179	180462	180767	563	0	0	1500	0	0	180767	461	0	171	
403254	910	1208	-419	0	125	0	0	0	1208	0	0	-4	
403656	6679	6568	149	0	0	0	0	0	6568	0	0	-38	
403870	64596	65256	734	0	0	0	0	0	65256	128	0	-1522	
403946	134335	133873	1015	0	0	0	0	0	133873	0	0	-553	
404653	58930	57823	1169	0	0	0	0	0	57823	0	0	-62	
404943	5119	4993	178	0	0	12	0	0	4993	0	0	-40	
406022	21200	21283	755	0	0	24	0	0	21283	0	0	-814	
406059	47778	46603	1029	0	0	0	0	0	46603	171	0	-25	
406666	30185	29394	1981	0	0	619	0	0	29394	0	0	-571	
406974	29062	28083	1448	0	24	179	0	0	28083	0	0	-314	
407168	18864	18186	638	0	0	1	0	0	18186	0	0	41	
407506	198529	194807	4000	0	0	0	0	0	194807	0	0	-278	
407645	32896	34287	153	0	0	200	0	0	34287	90	0	-1434	
407850	3423	3593	109	0	0	279	0	0	3593	0	0	0	
408307	61670	61208	2115	0	0	0	0	0	61208	0	0	-1653	
408642	145105	143579	1875	0	0	0	0	0	143579	0	0	-349	
408875	89318	88755	625	0	0	0	0	0	88755	0	0	-62	
409265	5167	5151	-197	0	500	0	0	0	5151	0	0	-287	
410159	3054	2961	89	0	0	0	0	0	2961	0	0	4	
410560	28910	30028	1545	0	0	2348	0	0	30028	0	0	-315	
410748	46490	45374	1575	0	0	459	0	0	45374	0	0	0	
410917	20588	22894	1206	0	0	1250	0	0	22894	0	0	-2262	
