"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
753324																																																															0	15635	37889		105			253203	47674		10690	1464347	2	0	0	306745	12961	88242	105766	8101	8712	36370	31198	53469	167582	178114	10486	101795	246862	387727	228288				1253	8354					15339	53172	258763	303481			0			2658	0														1464347	0	0	0	3480		0	2352	0	3364	0	603	0	0	173			19	0	0	0	0	133369	27	0	CONF	CONF	0	0	0		
753641																																																															0	519	0		251			2624	0		0	50856	57	0	0	32547	523	2416	5526	279	2137	3366	8875	17268	523	1577	1548	3684	5973	4891	204				0	0					1004	2662	3418	145			0			146	0														0	0	0	0	274		0	3	0	1458	0	0	0	128	0			0	0		0	0	5759	0	0	CONF	CONF	0	0	0		
753856																																																															0	1458	0		2977			1208	0		16	7367	0	0	0	29	0	29	4598	0	0	0	0	29	0	4621	1572	562	371	176	0				0	0					0	0	1054	0			0			0	0														0	0	0	0	0		0	11	0	365	0	0	0	0	0			0	0	0	0	0	249	0	0	CONF	CONF	0	0	0		
754068																																																															0	0	74533		0			17495	24208		0	568942	0	0	0	106994	1556	98554	156267	7129	0	999	21896	58255	18715	177353	37781	25879	46441	174494	0				0	3					0	47307	39226	257597			0			0	0														568942	0	0	0	0		0	23	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF	0	0	0		
754246																																																															0	26467	0		21470			4125	3408		0	69209	0	0	0	7744	237	5939	20430	944	1033	336	972	296	4163	17402	3074	11216	19545	5742	4486				0	0					1200	0	1399	0			0			0	0														11536	0	0	0	0		0	46	0	1549	0	0	0	0	0			0	0	0	0	0	1564	0	0	CONF	CONF	0	0	0		
754536																																																															0	4305	4504		5668			5557	0		0	70824	0	0	2847	25117	667	12082	16216	1601	5296	12078	3558	155	1681	3523	9834	17236	7673	1177	6028				959	0					235	136	16250	1134			0			200	0														59737	0	0	0	255		293	0	0	3292	0	0	0	0	0			3	0	0	0	0	2707	52	0	CONF	CONF	0	0	0		
754826																																																															0	8009	8410		6850			51445	39409		15967	981387	0	0	0	367069	3546	329138	21305	10055	41185	114827	117780	66372	16655	15515	91377	118522	231685	156245	622				8833	724					15134	71689	69451	55330			0			471	198														367094	0	0	0	613		0	0	0	204733	0	0	0	0	91			34	0	0	0	15	54788	17	0	CONF	CONF	0	0	0		
754853																																																															0	52874	45371		37680			113044	13684		9250	842204	0	851	15131	128603	2506	18356	220145	5012	6470	36098	41057	13308	26658	159065	61080	152499	248535	76679	15743				0	88					18139	66506	85241	238710			0			0	0														208900	0	0	0	0		0	14522	0	7702	0	0	0	0	0			0	0	0	0	0	7433	0	2457	CONF	CONF	0	0	0		
754929																																																															0	4309	119166	0	1020	40554	0	40554	18391		60569	857052	0	0	0	217176	6431	175093	44226	2176	1513	13560	15431	28967	155529	54969	15558	35905	81077	95982	353756	0	0	0	4670	60	0				13410	41866	112961	182535	0	0	0			0	7	0	0	0	0	0	0	0	0	0	0	0	0		508768				6396	0	0	0	0	12177	0	0	0	6396	0	0	0	0	0	0	0	0	21757	0	95	CONF	CONF	0	0	0		
755252																																																															0	17490	1825		18678			39597	18317		4745	334833	20	0	17140	53793	1321	5284	55340	2413	4377	14182	20206	8772	3773	69329	8284	60558	119931	20180	0				0	32					12092	32263	25973	102990			0			493	0														324339	0	0	0	495		2292	20	0	799	0	0	0	0	0			2	0	0	0	2	2626	0	0	CONF	CONF	0	0	0		
755421																																																															0	5720	0		1525			3311	0		0	35887	0	0	0	17278	439	5	7565	1074	1226	3173	7137	4581	0	679	4586	2461	7387	3491	0				0	0					851	0	862	3562			0			366	0														28712	0	0	0	366		0	0	0	887	0	0	0	0	0			0	0	0	0	0	1452	0	0	CONF	CONF	0	0	0		
755458																																																															0	39875	11752		23169			18684	18883		0	297842	0	0	91	109609	9574	103443	25644	1601	9407	41080	39560	17379	0	35223	27032	33504	55508	36459	0				0	101					5370	6237	29025	21708			0			261	0														162777	0	0	0	6057		0	118	0	2146	0	0	0	0	0			5255	4770	0	0	3	1591	541	0	CONF	CONF	0	0	0		
756343																																																															0	10379	2366		23448			41823	0		0	175010	0	0	0	35470	3332	0	47208	881	3122	7065	22526	1711	165	25199	18006	20767	57489	17862	218				0	0					6660	1421	7634	3081			0			0	0														45957	0	0	0	44		0	10	0	3921	0	0	0	0	0			44	0	0	0	44	35465	0	0	CONF	CONF	0	0	0		
756848																																																															0	42613	3105		27269			29137	2557		1454	197830	0	0	0	39816	3528	37243	39448	1175	3854	13384	9597	2598	8968	21663	32864	38079	54428	3829	5319				0	33					2941	3581	20846	10580			0			78	0														52576	0	0	0	205		0	89	0	4389	0	0	0	127	0			0	0	0	0	0	5892	0	0	CONF	CONF	0	0	0		
757377																																																															0	0	76815		0			0	0		0	530517	0	0	0	452043	4	32396	9765	3433	4863	7649	43333	136768	255213	2928	4853	17183	44328	8773	408				0	0					0	0	1409	246			0			149	671													0	517039	0	0	0	149		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF	0	0	0	0	
757452																																																															0	42727	9912	0	6302	6456	0	6456	1399		234	288749	12	621	33	154783	1641	5610	10488	2385	8264	6954	3055	23770	110054	5328	13754	10773	10583	24446	68977	0	0	0	0	0	0				11412	5937	19973	17910	0	621	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		264654				34	48	0	48	0	6468	0	0	0	0	0	34	0	0	0	0	0	0	2938	34	0	CONF	CONF	0	0	0		
757779																																																															0	0	700		0			12715	4453		2082	157573	0	0	0	62068	18577	7404	1862	464	1567	2337	774	14050	42339	10344	3532	8418	20767	19409	32347				0	100					1321	0	34775	11758			0			9	0														157573	0	0	0	178		0	5	0	1387	0	0	0	169	0			0	0		0	0	7632	0	0	CONF	CONF	0	0	0		
758703																																																															0	0	413110	0	0	842909	0	842909	92693		0	5683789	0	0	98138	1755698	21293	591597	515070	33595	50692	45823	133439	409908	1079181	1458335	222747	704470	899394	600646	34670	0	0	0	0	259	0				46822	301690	181068	1998196	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		2807531				0	24556	0	24556	0	2456	0	0	0	0	0	0	0	0	0	0	0	0	3039	0	1863	CONF	CONF	0	0	0		
758842																																																															0	22883	75		11071			6771	998		109	56654	0	0	0	7033	775	3987	15634	0	557	666	1466	3391	952	8711	7759	8799	4678	8871	10804				0	10					1053	273	4391	155			0			0	0														7808	0	0	0	0		0	36	0	679	0	0	0	0	0			0	0	0	0	0	342	0	0	CONF	CONF	0	0	0		
758851																																																															0	0	594		4442			489606	790		0	903557	0	0	0	11436	164	111	34115	0	1013	1306	1302	107	7709	33971	649381	35334	78225	42909	42387				0	0					6461	3428	381047	4157			0			0	0													0	408029	0	0	0	539		0	0	0	423	0	539	0	0	0			0	0	0	0	0	1009	0	0	CONF	CONF	0	0	0	0	
759045																																																															0	0	57950		0			8527	9203		0	370121	1312	56079	0	114324	2552	48447	87454	6935	18616	41087	28575	15316	3795	73916	26203	74014	68136	14421	419				0	5					30653	35486	23821	29937			0			0	0													0	108557	0	0	0	0		0	2731	0	157	0	0	0	0	0			0	0	0	0	0	8	0	0	CONF	CONF	0	0	0	0	
759625																																																															0	22020	30064		2788			39853	26184		622	600798	404	0	3	218945	5592	200706	80600	3022	10624	46906	124502	22345	11546	97699	26475	74950	149986	30221	2806				2233	1428					23007	47606	98931	60303			0			0	48														60296	0	0	0	358		0	519	0	10888	0	0	0	358	0			0	0	0	0	0	10219	0	0	CONF	CONF	0	0	0		
760210																																																															0	1175	236		170			5559	0		275	78631	0	0	5372	54187	271	0	1307	488	339	700	1350	19543	29329	7	474	2167	5079	9174	7476				0	0					494	486	5551	1985			0			0	368														0	0	0	0	0		0	14	0	6581	0	0	0	0	0			0	0		0	0	1647	0	0	CONF	CONF	0	0	0		
760331																																																															0	603	1011		205			6405	14625		0	405130	592	0	0	255777	5565	113374	3603	7208	15728	25627	46312	66480	93160	23786	6249	10278	27559	65051	16568				3	0					39287	6042	36386	32061			0			598	220														164789	0	0	0	598		0	99	0	1414	0	0	0	0	0			0	0	0	0	0	6239	0	0	CONF	CONF	0	0	0		
760340																																																															0	14353	0		8084			10591	1391		0	99290	0	0	0	16332	1902	0	27627	92	1264	4835	8601	910	585	10623	15648	23087	27754	1834	4012				0	0					2680	234	17205	22835			0			0	0														67743	0	0	0	0		0	8	0	1689	0	0	0	0	0			0	0	0	0	0	1986	0	0	CONF	CONF	0	0	0		
760434																																																															0	30922	4201		9782			12971	0		1333	141339	0	0	0	41073	1983	0	25394	2151	3328	17262	14701	2574	1057	9224	10691	33937	29285	8131	8992				0	0					638	4627	8017	19504			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		114252				0		0	70	0	3592	0	0	0	0	0			0	0		0	0	2626	0	0	CONF	CONF	0	0	0		
760649																																																															0	21590	351		28367			9365	271		0	110771	0	0	0	22277	0	22277	38855	162	2383	7495	10306	1931	0	28145	8165	23394	23063	5727	0				0	11					972	8118	7926	7878			0			0	0													0	30780	0	0	0	0		0	27	0	2864	0	0	0	0	0			0	0	0	0	0	754	0	0	CONF	CONF	0	0	0	0	
760854																																																															0	44561	8105		11609			52814	29316		0	538629	0	723	0	199814	2186	127863	101897	5644	27677	37117	10538	28911	89609	73313	47621	102849	83028	26450	4819				1855	646					9514	20792	33810	38862			0			0	305													0	291170	0	0	0	608		0	0	0	41505	0	0	0	0	0			555	514	41	0	0	42517	53	0	CONF	CONF	0	0	0	0	
760939																																																															0	530	308		0			4121	841		54	49713	0	0	0	19830	432	7829	15280	410	2542	8067	1254	2130	5145	6139	6189	12445	4863	0	0				0	0					2916	1818	6534	4869			0			0	0														0	0	0	0	0		0	0	0	3363	0	0	0	0	0			0	0		0	0	4097	0	0	CONF	CONF	0	0	0		
760957																																																															0	158	757		60			11991	7082		0	76927	0	0	0	29627	87	5254	6841	257	1660	6200	13057	4334	3357	7062	3236	9733	16506	8987	1454				0	54					0	2433	2603	14333			0			0	0														0	0	0	0	0		0	11	0	3102	0	0	0	0	0			0	0		0	0	4629	0	0	CONF	CONF	0	0	0		
761244																																																															0	13624	9724		5861			30048	0		0	323291	0	0	0	130789	7103	92745	52076	11539	50659	4541	1655	7173	55222	36337	72519	13732	34286	19043	16510				0	0					11535	16568	57002	16443			0			0	0													0	82074	0	0	0	0		0	120	0	16812	0	0	0	0	0			0	0	0	0	0	7662	0	0	CONF	CONF	0	0	0	0	
761459																																																															0	60615	0		23647			20574	1080		0	151895	0	170	0	10503	1204	0	38078	52	1522	5248	2882	353	95	11929	24575	56770	31171	15692	1232				0	38					1419	1587	17245	12641			0			76	0														10962	0	0	0	2014		0	31	0	287	0	0	0	0	0			1925	1859	66	0	0	854	13	0	CONF	CONF	0	0	0		
761543																																																															0	47260	4309		57387			54619	9567		226	313368	0	0	0	56340	4804	15111	95768	1822	2373	10009	19071	13072	9993	80109	33265	66090	60289	15419	1856				0	0					2913	9950	21385	38308			0			67	0													0	43079	0	0	0	2681		0	525	0	4457	0	0	0	1380	526			0	0	0	0	0	1318	708	0	CONF	CONF	0	0	0	0	
761806																																																															0	116	7665255	0	0	14627449	0	14627449	1044111		4031665	50732593	0	407674	979362	8646235	208956	2339500	13673804	80169	552864	353122	408705	1940410	5303602	21473834	2396926	4545426	5316630	5355159	2797222	0	0	0	0	28240	0				64064	1682436	2234293	9525670	0	407674	0			1593	11231	0	0	0	0	0	0	0	0	0	0	0	0	0	19193921				176423	136163	417595	136163	0	0	0	0	0	1176	19475	139955	0	14224	0	0	0	0	12671	139955	67172	CONF	CONF	0	0	0	0	
761833																																																															0	5837	1210		0			42488	286		0	92892	-273	0	1408	8153	0	6015	13956	5973	202	207	335	457	593	50255	1917	2869	21190	1050	5639				0	40					0	9846	18083	5290			0			204	0	0	0	0	0	0	0	0	0	0	0	0	0	4696	0				204		0	9	0	691	0	0	0	0	0			0	0		0	0	686	0	0	CONF	CONF	0	0	0	37	
761851																																																															0	78948	3564		92993			24731	6865		1195	312401	0	8907	0	43117	300	475	26942	108	412	3055	5866	24934	8620	8432	19757	96118	71711	52818	19733				534	81					2169	5142	17397	19200			0			0	0														173212	0	0	0	129		0	0	0	3315	0	0	0	0	0			129	0	0	0	0	3943	0	0	CONF	CONF	0	0	0		
761954																																																															0	9748	3802		9202			10836	335		0	125404	0	0	0	33260	168	32872	29826	3315	1307	6400	11511	3090	7502	36085	13062	10035	17412	5523	10027				0	0					17969	3687	11628	21305			0			0	0													0	57321	0	0	0	0		0	147	0	1957	0	0	0	0	0			0	0	0	0	0	1360	0	0	CONF	CONF	0	0	0	0	
762045																																																															0	23289	10851		11770			27779	3727		20	192872	0	0	960	30697	724	26299	37255	1499	2197	1387	5804	5096	14599	34838	10581	11539	40881	20100	43663				0	1514					11085	11613	32228	23151			0			0	0													0	102833	0	0	0	0		1257	1942	0	894	0	0	0	0	0			0	0	0	0	0	331	0	0	CONF	CONF	0	0	0	0	
762447																																																															0	391132	319129	9437	196272	1266159	0	1266159	76362		65549	5580565	0	544	120096	455277	10829	136841	813967	30291	32092	72913	71827	105881	137601	839544	391442	1269995	1430697	1049704	129746	0	0	0	0	1888	0				10282	194795	784650	1600054	0	544	0			746	399	460351	580713	4904	122923	136714	1061	27204	30853	130	7859	8795	33		3416515				1295	95008	14071	104445	0	66825	0	0	0	253	0	40	0	256	225	0	0	31	22302	40	179	CONF	CONF	0	0	0		
762474																																																															0	439	245294		14			201802	288415		0	2464216	0	0	0	358432	28151	185263	347335	20324	3932	25163	28114	126969	150498	912133	77307	275046	430937	340052	67951				1005	0					99410	88301	289113	766283			0			0	114													0	1497131	0	0	0	60425		0	156	0	49103	0	0	35162	0	25249			14	0	0	0	0	48298	0	1119	CONF	CONF	0	0	0	0	
762773																																																															0	0	17207		0			10	4107		0	255013	572	0	0	200322	32	137643	82098	9846	57965	32574	87671	6214	4497	2791	11496	19673	13070	4116	4127				59	0					0	0	0	33848			0			261	0														106038	0	0	0	261		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	CONF	CONF	0	0	0		
763211																																																															0	203	6964		0			12287	205		1827	117114	0	0	0	36080	157	0	9000	1940	1020	11271	13672	8081	69	8554	4235	23760	20616	12183	11136				0	0					6150	10868	9973	27827			0			0	0														0	0	0	0	302		0	0	0	697	0	0	0	0	27			0	0		0	0	3876	275	0	CONF	CONF	0	0	0		
763677																																																															0	707	23302		0			31710	34497		0	635098	0	0	0	150226	2103	76507	104603	10954	22252	24161	38601	22164	31172	104354	45043	123412	148958	49399	7803				3447	1741					25980	77935	119018	145077			0			0	20														113314	0	0	0	0		0	0	0	15318	0	0	0	0	0			0	0	0	0	0	4037	0	0	CONF	CONF	0	0	0		
763930																																																															0	52712	3465		13872			84152	2650		825	474545	0	0	1638	90111	2824	4006	163246	8561	16350	30159	27614	6251	194	45764	92571	104159	54385	41468	41025				2659	0					13091	67392	66333	49309			0			642	0													0	267758	0	0	0	642		0	0	0	13763	0	0	0	0	0			0	0	0	0	0	11387	0	118	CONF	CONF	0	0	0	0	
764030																																																															0	159091	927970	4300	73813	3050481	0	3050481	213896		492668	20550635	0	232851	0	4902125	22976	1679619	3407044	389739	150058	216652	486503	1046754	2483906	5346400	1650584	2605958	2745647	3196507	80810	0	0	0	0	112943	0				643923	1485264	1915440	5057253	0	232851	0			6160	15613	0	0	0	0	0	0	0	0	0	0	0	0		12745706				11554	250634	838728	254934	0	52143	0	0	0	2413	688	2293	0	0	0	0	0	0	114136	2293	2788	CONF	CONF	0	0	0		
764058																																																															0	790	11577		0			132045	66261		0	550426	0	0	0	31456	8180	10319	74649	4548	4626	3868	5670	12333	277	116115	54063	86848	143389	113452	4976				0	196					5227	10940	100206	182828			0			0	0														168562	93980	96496	27	0		0	65	0	400	0	0	0	0	0			0	0	0	0	0	255	0	0	CONF	CONF	0	0	0		
764067																																																															0	1723	4685		4143			9549	0		953	76160	0	139	0	20701	279	19487	17853	747	3033	3609	3841	2992	6478	5089	18080	12068	10758	6610	2820				0	0					4832	6132	7115	4545			0			0	0														30816	0	0	0	0		0	248	0	3984	0	0	0	0	0			0	0	0	0	0	7132	0	0	CONF	CONF	0	0	0		
764142																																																															0	20933	182		8215			11781	1974		221	69856	0	0	0	15684	361	40	13409	200	1805	2565	2932	6299	1432	6036	6384	15976	13306	9945	1999				0	55					1430	143	3817	559			0			0	0														32388	0	0	0	0		0	14	0	2446	0	0	0	0	0			0	0	0	0	0	2041	0	0	CONF	CONF	0	0	0		
764151																																																															0	920	0		1777			5441	0		0	22680	0	0	58	7113	14	0	6130	0	0	135	203	3296	3384	2718	3412	3597	3072	2549	119				0	0					187	0	1973	296			0			0	0														0	0	0	0	0		0	36	0	315	0	0	0	0	0			0	0	0	0	0	4608	0	0	CONF	CONF	0	0	0		
764816																																																															0	3994	3987		129			19583	3809		0	250208	0	0	0	131015	5863	111961	30489	1477	5735	2441	11835	16289	91308	22219	12377	17076	21069	18224	27268				0	0					13007	11863	9658	18477			0			0	70													0	131015	0	0	0	0		0	44	0	18648	0	0	0	0	0			0	0		0	0	10131	0	0	CONF	CONF	0	0	0	0	
765318																																																															0	3511	4676		0			22509	335		1227	148451	0	0	0	55295	1627	52495	22940	3274	4557	2186	25249	5211	14790	37886	6676	14442	17536	8273	8342				857	51					3926	10228	14394	21142			0			0	28														10341	0	0	0	0		0	202	0	2115	0	0	0	0	0			0	0		0	0	6356	0	0	CONF	CONF	0	0	0		
765354																																																															0	1867	1659		1028			4158	0		0	43734	0	0	0	13149	454	4314	16213	1354	4226	1341	231	4412	1523	7010	8803	3608	4797	5162	414				0	0					1978	1227	11559	3735			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		12791				0		0	0	0	1659	0	0	0	0	0			0	0		0	0	1261	0	0	CONF	CONF	0	0	0		
765505																																																															0	0	94249	0	0	56204	0	56204	34330		0	960774	0	0	0	182271	8244	78926	126912	2229	8946	15013	23153	37104	95321	228580	75972	110651	138610	136257	87855	0	0	0	0	19	0				16361	108973	76539	341302	0	0	0			0	368	0	0	0	0	0	0	0	0	0	0	0	0		712395				0	38804	0	38804	0	610	0	0	0	0	0	0	0	0	0	0	0	0	2868	0	57	CONF	CONF	0	0	0		
765662																																																															0	2633	0		1377			9424	0		144	68514	0	0	0	27468	1953	2881	7674	1455	2124	4595	11546	6559	1189	2369	6402	16886	9144	6245	0				0	0					1637	5290	5949	3536			0			0	0														26934	0	0	0	0		3250	28	0	1937	0	0	0	0	0			0	0	0	0	0	3888	0	0	CONF	CONF	0	0	0		
765877																																																															0	9681	481		4569			8203	0		0	75417	0	305	0	38621	0	34822	11142	536	6315	15687	7930	6467	1669	7238	6232	10630	10053	2640	0				0	0					2624	821	2642	1762			0			0	0														28986	0	0	0	0		552	2	0	1995	0	0	0	0	0			0	0		0	0	3159	0	0	CONF	CONF	0	0	0		
766052																																																															0	24705	153		3726			2425	267		0	66379	0	0	0	21155	0	0	14459	377	2375	4092	13398	913	0	3541	8167	10083	21234	2088	0				0	0					40	35	8410	1908			0			0	0														0	0	0	0	217		0	0	0	2749	0	0	0	217	0			0	0	0	0	0	806	0	0	CONF	CONF	0	0	0		
766164																																																															0	67000	131637	0	44226	2238396	16	2238412	36272		4806	4164336	0	3031	0	93991	1273	52967	2580255	17723	3087	14339	23693	2125	32175	3036365	25160	479985	450593	32193	1221	0	0	0	0	1281	0				11985	121548	210900	462081	0	3031	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588532				123641	0	728847	0	0	1991	0	0	23001	0	83764	16876	0	0	0	0	0	0	5055	16876	174	CONF	CONF	0	0	0	0	
767152																																																															0	3911	0		580			1308	0		640	29951	0	0	0	18626	0	0	2338	495	161	534	6843	3521	7071	644	1038	1408	3928	2131	2177				0	0					135	0	580	1896			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	1848	0	0	0	0	0			0	0		0	0	427	0	0	CONF	CONF	0	0	0		
767246																																																															0	3153	0		2174			4763	0		0	19016	0	0	0	6574	41	675	4026	122	631	1840	2921	1022	0	1402	2126	3306	4612	876	96				0	0					0	0	0	360			0			0	0														0	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	1951	0	0	CONF	CONF	0	0	0		
767255																																																															0	25939	10017		10841			18913	3001		702	166044	0	0	2655	35962	638	23554	40777	1668	3443	12569	14430	3790	0	19643	25044	32895	35519	9831	6982				0	2					946	15787	6939	31076			0			0	0														73234	0	0	0	0		0	43	0	2687	0	0	0	0	0			0	0	0	0	0	2551	0	0	CONF	CONF	0	0	0		
767554																																																															0	0	281		0			3948	302		0	67356	35	2518	0	25100	440	1653	14895	1726	3250	9209	6142	3189	1304	4592	5625	20887	6970	2175	0				0	47					2417	6495	10055	12507			0			143	83													0	64611	0	0	0	406		0	4	0	1013	0	0	0	263	0			0	0		0	0	2264	0	21	CONF	CONF	0	0	0	0	
767572																																																															0	0	1744		0			0	0		0	28969	0	0	0	23244	134	16729	1491	158	5493	1425	6166	1084	8646	902	2095	556	124	0	2049				0	0			0	0	1337	0	889	1376			0			60	124														26886	0	0	0	60		0	0	0	0	0	0	0	0	0			0	0		0	0	245	0	0	CONF	CONF	0	0	0		
767611																																																															0	724	4148		0			2455	2594		0	79985	0	0	0	48099	1907	15560	2783	1253	3306	8284	4337	10354	20471	5057	3616	6175	3486	10789	2652				0	21					393	930	8415	0			0			0	111	0	0	0	0	0	0	0	0	0	0	0	0		24280				0		0	0	0	1125	0	0	0	0	0			0	0		0	0	9174	0	770	CONF	CONF	0	0	0		
767732																																																															0	85597	6945		21118			24584	5319		15636	332914	0	0	0	49179	365	180	75858	1469	5006	17108	14139	11339	0	44599	33268	73874	41454	86236	4158				0	35					1709	4946	40215	65317			0			139	0														0	0	0	0	914		0	701	0	5850	0	0	0	0	634			141	0	131	0	0	5398	0	235	CONF	CONF	0	0	0		
767974																																																															0	0	131584		0			426070	35961		0	1712848	0	13825	0	494615	227	95278	288044	14127	11230	11995	64778	38838	353021	510352	97736	222017	220286	154746	8001				0	2136					24616	186811	184223	212750			0			91	563													143915	571156	0	0	0	91		0	0	0	0	0	0	0	0	0			0	0	0	0	0	30	0	0	CONF	CONF	0	0	0	1367	
768074																																																															0	0	138149		0			6114	24666		1676	1191231	0	0	14381	495839	360	339322	104447	5105	18676	5705	3257	16259	446837	180319	60403	137642	99550	184273	32985				0	818					52330	14277	46827	331866			0			983	293														507133	0	0	0	983		19381	219	0	58618	0	0	0	0	0			0	0	0	0	0	91	0	49	CONF	CONF	0	0	0		
768458																																																															0	1609	2785		157			12993	0		0	77857	185	0	0	14935	0	192	14791	365	949	3406	4273	5876	57	13138	5666	13095	16898	10851	3461				0	2					2001	16944	12334	13243			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	0	0	169	0	0	0	0	0			0	0		0	0	870	0	0	CONF	CONF	0	0	0		
768476																																																															0	0	0		0			0	810		0	59245	0	0	0	54166	195	244	45	0	294	464	735	13759	38912	813	28	578	1246	1239	1175				0	3					880	2042	0	39			0			30	0														34983	0	0	0	30		0	0	0	789	0	0	0	0	0			0	0		0	0	321	0	0	CONF	CONF	0	0	0		
768953																																																															0	25666	175		14719			18068	0		0	103483	0	2619	0	16203	86	0	17564	494	689	7567	6926	527	0	9283	7223	22363	20987	16476	10948				0	0					2348	3800	8036	5585			0			0	0														30887	0	0	0	0		0	62	0	2658	0	0	0	0	0			0	0	0	0	0	3458	0	0	CONF	CONF	0	0	0		
769156																																																															0	7849	0		4751			13213	4340		0	82402	0	0	0	12629	3035	0	17441	264	1444	3237	3851	3833	0	4355	11378	24704	20367	8632	89				0	0					1559	1209	11720	16866			0			0	0														0	0	0	0	0		0	14	0	2541	0	0	0	0	0			0	0	0	0	0	2676	0	0	CONF	CONF	0	0	0		
769334																																																															0	8628	0		12772			17240	1892		126	55769	0	0	0	8357	519	0	20663	199	708	2114	4567	670	99	17773	5980	8183	11259	3078	1082				0	7					996	645	0	3023			0			0	0														14937	0	0	0	0		0	3	0	1024	0	0	0	0	0			0	0	0	0	0	537	0	0	CONF	CONF	0	0	0		
770451																																																															0	30109	0		34240			7244	596		0	86194	0	0	0	10306	191	0	27364	179	474	697	3262	5694	0	26784	9313	14812	7984	15808	1187				0	17					0	0	1809	169			0			0	0														35011	0	0	0	0		0	1	0	751	0	0	0	0	0			0	0	0	0	0	761	0	0	CONF	CONF	0	0	0		
770545																																																															0	2111	1443		3447			247	0		0	30923	0	0	0	13725	0	0	6994	177	667	3639	9242	0	0	3099	3052	7062	2118	1038	829				0	0					1482	0	3903	3092			0			0	0														15837	0	0	0	0		0	0	0	451	0	0	0	0	0			0	0	0	0	0	1022	0	0	CONF	CONF	0	0	0		
770639																																																															0	3515	11195		378			40096	1835		534	166741	0	0	0	9707	1258	282	31650	312	1214	1719	2911	2567	763	18542	13868	16618	41904	57749	5103				0	1175					673	705	53284	40229			0			0	0														12165	0	0	0	0		0	0	0	669	0	0	0	0	0			0	0	0	0	0	1488	0	0	CONF	CONF	0	0	0		
770657																																																															0	166231	18558		78109			131116	6872		3861	896785	0	8216	0	80843	1207	70179	165815	1766	24534	19709	34212	622	0	146765	161642	236031	244460	26912	132				0	0					9675	71461	70726	238890			0			0	0														0	0	0	0	38		0	308	0	8720	0	0	0	0	0			38	0	0	0	0	1992	0	0	CONF	CONF	0	0	0		
770853																																																															0	31380	37768		16661			123993	4660		0	454841	0	0	0	69655	8074	18014	131712	5866	8458	34502	8392	3594	8743	78180	65010	161682	53937	19260	6564				0	0					7157	44477	18330	86253			0			0	0														140119	0	0	0	0		0	0	0	4538	0	0	0	0	0			0	0	0	0	0	1895	0	0	CONF	CONF	0	0	0		
