"IDRSSD"	RCFD1410	RCFD1420	RCFD1460	RCFD1563	RCFD1590	RCFD1763	RCFD1764	RCFD1797	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2746	RCFD5367	RCFD5368	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCFDC779	RCFDC780	RCFDF158	RCFDF159	RCFDF160	RCFDF161	RCFDF162	RCFDF163	RCFDG091	RCFDG092	RCFDG093	RCFDG094	RCFDG095	RCFDG096	RCFDG097	RCFDG098	RCFDG099	RCFDG100	RCFDG101	RCFDG102	RCFDG378	RCFDHK25	RCFDK098	RCFDK137	RCFDK163	RCFDK164	RCFDK165	RCFDK168	RCFDK203	RCFDK204	RCFDK207	RCON1288	RCON1420	RCON1460	RCON1545	RCON1590	RCON1763	RCON1764	RCON1766	RCON1797	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB534	RCONB535	RCONB538	RCONB539	RCONB837	RCONC391	RCONC779	RCONC780	RCONF158	RCONF159	RCONF160	RCONF161	RCONF162	RCONF163	RCONF230	RCONF231	RCONF232	RCONF576	RCONF577	RCONG091	RCONG092	RCONG093	RCONG094	RCONG095	RCONG096	RCONG097	RCONG098	RCONG099	RCONG100	RCONG101	RCONG102	RCONG376	RCONG378	RCONGW45	RCONGW46	RCONGW47	RCONHK25	RCONJ451	RCONJ454	RCONJ464	RCONK098	RCONK137	RCONK158	RCONK159	RCONK160	RCONK161	RCONK162	RCONK163	RCONK164	RCONK165	RCONK166	RCONK168	RCONK203	RCONK204	RCONK207	RCONK256	RCONLE75	RCONLG24	RCONLG25	RCONPR04	RCONPR05	RCONPR06	RIADG377	
344852																																																															0	4160	112		2529			8412	0		360	51792	0	0	0	22433	491	0	6128	832	887	705	4545	15291	0	6451	2841	3163	9552	7290	0				0	7					2888	25	4217	0			0			0	0														0	0	0	0	0		0	269	0	3224	0	0	0	0	0			0	0	0	0	0	2665	0	0	CONF	CONF	0	0	0		
345309																																																															0	145	14135	0	13	44591	0	44591	35709		6342	1128789	0	0	0	763271	33843	170975	29514	6504	25953	17334	43478	223062	445013	78373	17015	30858	80476	84519	71607	0	0	0	0	8	0				15430	55575	69858	86167	0	0	0			2302	743	0	0	0	0	0	0	0	0	0	0	0	0		528070				4672	153	0	153	0	2794	0	0	0	1190	1180	0	0	0	0	0	0	0	755	0	836	CONF	CONF	0	0	0		
345345																																																															0	188049	10915	0	129426	50138	0	50138	5069		2769	470673	0	0	0	25092	3672	10237	148767	359	1101	2958	15338	3417	1919	125752	21555	79777	163695	46956	6962	0	0	0	0	0	0				858	7355	37296	4527	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		173338				0	587	0	587	0	3161	0	0	0	0	0	0	0	0	0	0	0	0	1759	0	0	CONF	CONF	0	0	0		
345747																																																															0	24377	24716	0	15338	54678	0	54679	23321		16065	592549	0	0	0	73414	41	49103	45430	1243	8013	3609	9795	38504	12250	115802	21069	87659	152530	122373	19401	0	0	0	0	119	0				7063	40022	99643	195079	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		206250				347	10159	0	10159	0	2967	0	0	0	0	0	347	0	0	0	0	0	0	5546	347	0	CONF	CONF	0	0	0		
345756																																																															0	834	7852	0	652	31882	0	31882	23219		0	460804	0	2053	0	288397	3369	873	86056	14575	16028	37947	178222	21445	18646	15717	39736	73219	31474	12027	34	0	0	0	0	0	0				11993	26079	41691	22052	0	2053	0			312	358	0	0	0	0	0	0	0	0	0	0	0	0	0	301888				312	9	0	9	0	371	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	CONF	CONF	0	0	0	0	
345877																																																															0	12216	18255		176			77490	3767		0	593263	1400	0	0	161824	1774	11888	153958	6082	27694	62878	54518	5703	4700	32470	87712	113117	146470	49831	1036				0	89					12734	57754	80207	152712			0			0	0														570563	0	0	0	0		0	4883	0	3639	0	0	0	0	0			0	0	0	0	0	7143	0	0	CONF	CONF	0	0	0		
346379																																																															0	9217	18330		3143			24520	9565		322	244370	0	0	352	96380	5189	26934	59036	5168	10078	1748	10465	14020	53727	29316	15129	6314	24948	18205	53239				0	0					19756	7717	20761	18981			0			1103	0													0	158636	0	0	0	1254		0	0	0	8343	60	0	0	91	0			0	0		0	0	2146	0	0	CONF	CONF	0	0	0	0	
346566																																																															0	1791	509		0			1920	0		0	30154	1	0	0	17010	0	6527	5247	348	1651	3324	6590	452	4646	1462	2983	2886	4607	544	0				0	0					1958	3378	2185	651			0			0	0													0	0	0	0	0	0		0	0	0	55	0	0	0	0	0			0	0		0	0	698	0	0	CONF	CONF	0	0	0	0	
346771																																																															0	1370	8641		0			4584	3809		0	94560	0	0	0	53325	732	23783	8527	2648	7478	11917	3210	21155	6864	5916	14984	15427	3851	997	13				0	47					793	1157	10458	7995			0			0	47														51648	0	0	0	0		0	0	0	745	0	0	0	0	0			0	0		0	0	904	0	0	CONF	CONF	0	0	0		
347022																																																															0	434	1592		300			10282	1006		0	125156	0	0	183	35535	982	303	35248	2054	6388	13958	12509	244	0	11408	15840	45808	10972	5417	1				0	59					6026	7877	39020	19605			0			0	148														0	0	0	0	0		0	0	0	1071	0	0	0	0	0			0	0		0	0	1367	0	0	CONF	CONF	0	0	0		
347639																																																															0	0	21146		0			16105	2771		0	233404	0	0	0	46062	8291	16240	69916	2899	3714	12185	10178	3115	13970	63303	16064	53763	46395	5512	2306				0	0					1552	23873	42882	65245			0			1046	0														191588	0	0	0	4333		0	2982	0	14	0	0	0	2984	237			0	0	0	0	0	2481	66	0	CONF	CONF	0	0	0		
347956																																																															0	838	19829	0	0	137490	0	137490	20086		0	518064	0	0	8292	81121	1513	42090	126074	5133	4287	30484	5545	35632	0	106220	50373	83166	91189	100388	3821	0	0	0	0	13429	0				6181	22585	90367	122704	0	0	0			33	0	0	0	0	0	0	0	0	0	0	0	0	0		32818				825	10	0	10	0	511	0	0	0	0	0	792	0	0	0	0	0	0	1400	792	0	CONF	CONF	0	0	0		
348159																																																															0	4101	9702		2459			44599	10225		0	142941	0	0	0	18380	203	0	26708	1093	2038	1593	10172	3482	1	29090	10118	33409	36059	11810	0				0	18					9534	12855	9670	16810			0			0	0													0	42824	0	0	0	0		0	162	0	273	0	0	0	0	0			0	0		0	0	3950	0	0	CONF	CONF	0	0	0	0	
348720																																																															0	508	6765		0			17854	25915		1171	537096	2134	0	0	89860	395	55063	20143	11726	17588	14197	29826	13644	2845	172411	24181	80945	121556	46921	2950				0	1154					83331	60748	71705	177515			0			90	0													4184	413009	0	0	0	606		0	48	0	415	0	320	0	193	0			0	0	0	0	0	1846	3	0	CONF	CONF	0	0	0	0	
349129																																																															0	266	57		0			5563	10557		177	87150	0	0	1133	33584	157	0	21279	298	607	3408	4993	24042	0	16663	3711	17639	9992	5369	0				0	40					3390	3329	15259	4431			0			0	0														0	0	0	0	30		0	0	0	1761	0	0	0	0	0			30	0		0	0	8579	0	0	CONF	CONF	0	0	0		
349343																																																															0	14336	2713		11383			39199	2283		0	149340	0	0	0	28238	670	59	57102	2269	5494	12159	7890	208	217	11434	37905	53674	9996	3993	37				0	0					6367	5357	23440	12561			0			39	0													0	28268	0	0	0	39		0	35	0	1155	0	0	0	0	0			0	0	0	0	0	1603	0	0	CONF	CONF	0	0	0	0	
350572																																																															0	1989	802		1397			11115	3960		1116	77803	0	0	0	10644	2674	365	13901	369	385	2022	2940	3797	1131	2220	10927	19041	26153	7658	1134				0	613					4159	6331	24890	6186			0			106	0													0	29024	0	0	0	106		0	4	0	882	0	0	0	0	0			0	0	0	0	0	1041	0	0	CONF	CONF	0	0	0	0	
350657																																																															0	615	0		2459			4492	0		387	16325	0	0	0	3171	0	0	3837	113	271	1242	1361	0	0	3425	2595	2426	2786	1875	0				0	0					683	0	2097	656			0			0	0														0	0	0	0	0		0	4	0	724	0	0	0	0	0			0	0	0	0	0	1037	0	0	CONF	CONF	0	0	0		
350750																																																															0	0	12031		0			1008	1551		1373	221253	560	0	0	84665	3078	56779	52403	39126	19138	20249	4019	2133	0	26136	45284	57293	8407	28	0				0	16					7053	4952	38945	67068			0			0	0													0	145497	0	0	0	0		0	8	0	21	0	0	0	0	0			0	0		0	0	44	0	0	CONF	CONF	0	0	0	0	
351131																																																															0	180	0		1756			1956	0		1233	19314	0	0	0	2513	0	0	10073	728	0	641	474	644	0	5904	3679	1758	4232	1228	0				227	0					0	39	1094	5021			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		0				0		0	100	0	22	0	0	0	0	0			0	0		0	0	5173	0	0	CONF	CONF	0	0	0		
351560																																																															0	0	18179		0			21905	3446		0	184968	754	0	6165	4698	992	0	35415	709	1500	890	0	1599	0	40146	9307	20970	52572	57205	824				0	0					4812	6377	32409	86622			0			0	0														18269	0	0	0	349		0	6165	0	0	0	0	0	0	0			0	0	0	0	0	117	349	0	CONF	CONF	0	0	0		
351878																																																															0	72	434		96			26224	99		0	133847	0	0	0	81676	3225	66892	1153	3811	18707	44702	263	5993	8026	8971	1517	6517	8806	17158	8940				0	90					0	178	264	0			0			294	88														62258	0	0	0	294		0	0	0	14039	0	0	0	0	0			0	0		0	0	7450	0	0	CONF	CONF	0	0	0		
352370																																																															0	13706	3231		1142			5162	2829		30	114911	0	0	0	60316	1486	9693	6640	391	925	1656	3949	12865	40047	6856	7748	5753	7012	11092	16134				0	0					1445	6817	8489	3351			0			0	0														54140	0	0	0	0		0	1	0	3867	0	0	0	0	0			0	0		0	0	3039	0	0	CONF	CONF	0	0	0		
352651																																																															0	16	2011		767			43862	6559		0	118530	0	0	0	27310	0	7194	41763	914	2007	15203	7101	2084	0	4985	33927	36799	11089	4095	325				0	0					5054	5217	9568	17397			0			0	0														38384	0	0	0	0		0	1	0	57	0	0	0	0	0			0	0		0	0	711	0	0	CONF	CONF	0	0	0		
352745																																																															0	24402	6417		6838			12622	9069		0	245315	0	0	0	84268	2636	0	25707	1247	5847	26509	37665	12168	703	20278	7947	45452	62748	24282	119				771	198					2569	1320	12710	5222			0			0	0													0	99893	0	0	0	0		0	513	0	56962	0	0	0	0	0			0	0		0	0	18798	0	0	CONF	CONF	0	0	0	0	
352772																																																															0	205503	931459	0	168178	1106599	9973	1116572	606576		359210	10821625	0	0	47487	1629011	50231	519657	1766437	13551	46909	48569	92236	369239	1053355	2996559	546081	1092672	1533235	2480609	521754	0	0	0	23837	13314	0				526432	1021798	1965979	2109150	0	0	0			0	1173	0	0	0	0	0	0	0	0	0	0	0	0		7565633				4911	20845	0	20845	0	5558	4911	0	0	0	0	0	0	0	0	0	0	0	67972	0	16930	CONF	CONF	0	0	0		
353238																																																															0	3345	5446		0			42909	25078		0	371606	0	0	0	96668	5134	83864	97068	10182	11488	35753	30513	7856	876	88325	36462	66654	71449	10475	1200				34	1947					28834	47291	61824	40412			0			98	0													0	265446	0	0	0	98		0	111	0	8713	0	0	0	0	0			0	0	0	0	0	3860	0	0	CONF	CONF	0	0	0	0	
353546																																																															0	20825	5547		8766			10014	1820		410	108241	0	0	0	39713	1333	20996	286	0	774	2507	6801	8039	21369	6832	6485	13301	20765	10369	10753				1001	55					229	3033	7625	5936			0			0	0														37517	0	0	0	0		0	61	0	578	0	0	0	0	0			0	0	0	0	0	1295	0	0	CONF	CONF	0	0	0		
353555																																																															509	182007	14909	19397	644094	2922264	0	2922264	83542		0	7174593	0	60079	15315	278061	49712	40501	2680065	5436	15215	25201	12171	77611	142427	3418053	462288	936574	1199837	696228	75474	509	0	0	8744	1124	0				61745	287576	643390	318883	0	60079	0			1507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7174593				4528	18418	133828	37815	0	855165	0	0	0	0	0	2873	0	148	0	0	0	0	591146	2873	7901	CONF	CONF	0	0	0	0	
353957																																																															0	3573	0		16072			1086	0		0	22119	0	0	0	94	0	1	8188	2	19	34	39	0	0	4068	10808	1926	693	929	3561				0	0					0	0	0	0			0			0	0														0	0	0	0	0		0	0	0	491	0	0	0	0	0			0	0	0	0	0	803	0	0	CONF	CONF	0	0	0		
354057																																																															0	0	1214		0			190	0		0	23435	0	0	0	2103	73	1613	3827	0	20	549	232	1303	0	2044	1815	9691	3867	3915	0				0	31					0	6697	10830	2152			0			0	0														0	0	0	0	0		0	12	0	37	0	0	0	0	0			0	0		0	0	96	0	0	CONF	CONF	0	0	0		
354253																																																															0	4315	0		6838			1510	0		1062	18098	0	0	0	1806	0	0	3460	0	0	787	746	273	0	3441	465	4123	6289	1974	0				83	0					74	0	75	1115			0			0	0													0	0	0	0	0	552		0	3	0	745	0	0	0	0	0			552	0	0	0	0	472	0	0	CONF	CONF	0	0	0	0	
354310																																																															0	608551	277655	0	19141	905139	0	905139	202622		176049	6578851	0	247183	20877	1383237	31074	1103858	781838	41552	48361	167683	284734	721123	114480	2055976	205542	1020708	1318169	561016	18979	0	0	0	0	5184	0				177936	216526	824886	1478058	0	247183	0			0	5147	0	0	0	0	0	0	0	0	0	0	0	0		6578581				4893	3074	0	3074	0	63	0	0	0	2953	0	0	0	1940	1940	0	0	0	22473	0	0	CONF	CONF	0	0	0		
354552																																																															0	25952	7984		14489			57747	10831		9421	381538	0	867	0	87972	8659	13613	71121	4014	6430	5621	10133	18835	42562	56909	32376	52211	55692	49272	38344				0	26					5493	32585	58336	56922			0			0	0														108360	0	0	0	601		481	33	0	2295	0	0	0	0	0			601	601	0	0	0	1445	0	0	CONF	CONF	0	0	0		
354851																																																															0	16901	3063		18145			18553	168		0	101090	1	6	0	6589	411	5257	32213	94	1021	967	577	639	3292	29401	14675	14249	11370	8638	14856				0	0					193	376	11290	21312			0			0	0														28250	0	0	0	1315		0	3004	0	279	0	0	0	0	0			1315	1315	0	0	0	801	0	0	CONF	CONF	0	0	0		
355120																																																															0	2700	7710		356			75333	10673		660	538214	0	0	0	137974	1725	76673	37869	1944	4591	12885	21197	49654	47225	43386	33555	67535	116236	115010	22831				0	714					11693	36895	118019	125606			0			540	0														0	0	0	0	2883		0	235	0	3213	0	0	0	0	2324			19	0	0	0	19	4708	0	0	CONF	CONF	0	0	0		
355559																																																															0	0	31555		0			35512	7954		296	335880	0	0	0	94315	8837	24991	30830	886	5242	14998	21568	31296	20190	26564	12270	81805	89494	30503	603				0	50					6874	26667	72411	45415			0			337	0														0	0	0	0	1268		0	25	0	4060	0	423	0	0	0			0	0	0	0	0	1909	508	0	CONF	CONF	0	0	0		
355858																																																															0	69063	78367	796	59398	150555	0	150555	1653		0	1353145	0	0	0	118339	6401	32579	215510	10415	8494	28721	30671	27914	12124	184901	54966	322279	192861	334789	136298	0	0	0	226914	134	0				42515	113338	148020	333395	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		636421				3066	22	0	818	3066	1418	0	0	0	0	0	0	0	3066	0	0	0	0	2817	0	0	CONF	CONF	0	0	0		
356239																																																															0	45727	5597		83626			27049	4497		413	262314	0	2841	0	43684	1221	9556	65774	963	4246	8478	24351	3660	1659	29976	42134	36399	68842	36984	4088				0	34					3522	158	16297	12883			0			0	228														60672	5378	5976	100	104		0	249	0	9838	0	0	0	0	0			4	0	0	0	0	4678	100	0	CONF	CONF	0	0	0		
356659																																																															0	10790	5677		4013			6235	20		269	140932	0	0	0	87699	94	0	27428	1427	11666	33308	38337	2961	0	2358	11977	19109	14500	5289	0				0	0					3671	2624	686	14120			0			0	48														20164	0	0	0	0		0	323	0	3434	0	0	0	0	0			0	0		0	0	1277	0	0	CONF	CONF	0	0	0		
356752																																																															0	0	5335		0			9890	13125		0	142955	0	0	0	26476	0	9408	18954	140	607	6347	6002	6666	6676	41227	1715	12931	30205	27283	2623				0	0					3954	4267	47433	29494			0			317	0													0	57439	0	0	0	321		0	61	0	2579	0	0	0	0	0			0	0		0	0	341	4	0	CONF	CONF	0	0	0	0	
357526																																																															0	232	1926		0			16203	307		1353	187827	0	0	0	96479	101	65387	15503	1345	7425	20479	40332	4532	22174	15404	17020	16527	15226	14158	8812				0	986					5471	8813	26582	22621			0			0	0														140603	0	0	0	598		0	0	0	1598	0	0	0	0	598			0	0		0	0	5155	0	0	CONF	CONF	0	0	0		
357553																																																															0	47253	0		35175			6125	0		261	115037	0	399	0	7122	0	505	29509	0	662	371	1270	4819	0	28348	2120	16791	24860	24249	7887				0	0					476	2691	2024	5568			0			0	0													0	53597	0	0	0	0		0	45	0	5744	0	0	0	0	0			0	0	0	0	0	2154	0	0	CONF	CONF	0	0	0	0	
357777																																																															0	0	2149		0			4327	14424		0	252097	0	0	0	175760	18556	7345	1709	160	1240	4003	6165	70668	93524	20424	73	5343	8148	39861	2488				0	480					0	8473	14049	11256			0			363	0														12000	0	0	0	1054		0	2	0	8	0	0	0	691	0			0	0	0	0	0	2613	0	0	CONF	CONF	0	0	0		
357937																																																															0	0	5200		0			33525	15848		0	305800	0	0	0	65698	4986	68	64282	717	5150	20300	33813	5398	0	59986	22633	55289	81936	18954	493				0	613					15517	25449	53215	83913			0			0	0														0	0	0	0	23		0	0	0	169	0	0	0	23	0			0	0	0	0	0	1667	0	0	CONF	CONF	0	0	0		
358112																																																															0	1855	6166		20			3665	731		346	124233	0	0	0	68316	1061	15890	8138	696	2901	20717	27388	12756	2685	3145	3326	7465	23348	11393	6276				0	12					2221	3222	10623	10541			0			242	0														0	0	0	0	309		0	28	0	7527	0	0	0	67	0			0	0		0	0	7899	0	0	CONF	CONF	0	0	0		
358448																																																															0	615	0		78			2199	1670		471	43196	0	0	0	27398	279	30	4123	545	2061	6347	9720	6513	2212	1796	1412	3535	6840	2113	102				0	16					634	286	2203	1383			0			0	0													0	26261	0	0	0	0		0	14	0	3665	0	0	0	0	0			0	0		0	0	2285	0	0	CONF	CONF	0	0	0	0	
358756																																																															0	5383	0		9245			3425	0		0	34917	0	1242	0	12697	0	26	4708	428	189	963	2869	8086	127	1189	2902	8394	3858	3430	1370				0	5			0	0	193	0	303	744			0			0	0														17196	0	0	0	1136		0	0	0	1076	0	0	0	0	0			0	0	0	0	0	604	1136	0	CONF	CONF	0	0	0		
359472																																																															0	0	4471		0			2735	540		0	49912	0	0	0	28259	417	8436	4009	307	432	4100	4498	2433	16259	808	3167	3216	9710	4752	0				0	0					168	198	7462	5151			0			0	230														13290	0	0	0	0		0	0	0	0	0	0	0	0	0			0	0		0	0	511	0	3	CONF	CONF	0	0	0		
359744																																																															0	10584	978		7408			6060	39		89	37148	0	0	0	7199	266	0	12066	104	582	2695	2710	1108	0	3247	8134	6120	9798	2205	445				0	0					97	243	1633	803			0			0	0														0	0	0	0	0		0	0	0	1478	0	0	0	0	0			0	0	0	0	0	271	0	0	CONF	CONF	0	0	0		
360777																																																															0	0	0		0			0	0		0	18171	147	0	0	15337	0	15337	66	0	15163	31	0	68	0	78	1052	0	82	585	1184				0	0					504	118	2298	0			0			0	0	0	0	0	0	0	0	0	0	0	0	0	0		8760				0		0	0	0	0	0	0	0	0	0			0	0		0	0	61	0	0	CONF	CONF	0	0	0		
361055																																																															0	344	80278		0			123730	24116		90	836790	0	0	0	180114	1993	9491	146965	4088	1778	9416	27207	48825	88430	120398	52800	131022	247072	96778	498				8148	529					33262	25491	131287	196503			0			404	80														413217	0	0	0	553		0	933	0	17621	0	0	0	0	0			46	0	0	0	0	12351	103	0	CONF	CONF	0	0	0		
361167																																																															0	28557	347534	0	22977	331616	0	331616	1666		441168	4535404	0	0	8	686343	11530	111450	580062	18219	35564	24386	33678	104898	467716	1619808	173456	661158	583955	582327	218257	0	0	0	0	2199	1568				183512	606232	346466	1453987	0	0	0			0	1042	0	0	0	0	0	0	0	0	0	0	0	0		1993472				13	13256	345	13256	0	24140	0	0	0	0	0	13	0	0	0	0	0	0	33876	13	16	CONF	CONF	0	0	0		
361279																																																															0	3531	1398		705			17107	3892		685	258001	0	0	0	77563	1837	49889	36948	1895	7070	6821	19642	8942	33055	12142	23421	22341	55205	44129	23073				0	258					10666	8422	29939	31089			0			0	0														90739	0	0	0	0		0	7755	0	60581	0	0	0	0	0			0	0		0	0	2573	0	0	CONF	CONF	0	0	0		
361354																																																															0	3492	0		7070			2949	0		0	17932	0	0	0	392	0	0	10342	0	71	41	247	33	0	2732	9863	2988	1335	600	0				0	0					0	0	240	1275			0			0	41														0	0	0	0	1181		0	19	0	1196	0	0	0	0	0			0	0	0	0	0	1299	1181	0	CONF	CONF	0	0	0		
361439																																																															0	8698	24380	0	329	14529	0	14529	12176		0	404370	0	0	0	132395	16032	122311	36593	6360	15997	1512	5082	13817	89453	48678	14711	13806	35857	44763	114160	0	0	0	0	112	0				30062	41342	84006	34743	0	0	0			548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394136				690	15	0	15	0	1582	0	23	0	119	0	0	0	0	0	0	0	0	3969	0	0	CONF	CONF	0	0	0	0	
362043																																																															0	8111	507		3583			2166	644		743	30579	0	0	0	9663	0	3364	6943	566	1166	3449	2562	1921	0	2181	3030	5115	7495	2899	196				0	0					386	0	3643	0			0			0	0														16322	0	0	0	0		0	0	0	687	0	0	0	0	0			0	0	0	0	0	446	0	0	CONF	CONF	0	0	0		
362155																																																															0	10313	3548		6003			9194	0		40	137708	0	0	0	35006	0	2040	25277	3353	593	3743	6457	18270	2590	13982	11929	32499	23045	20112	1122				0	0					5465	15038	25165	21098			0			0	0														70066	0	0	0	71		106	0	0	1083	0	0	0	0	0			71	0		0	0	5649	0	0	CONF	CONF	0	0	0		
