"IDRSSD"	RCON0352	RCON2202	RCON2203	RCON2210	RCON2213	RCON2215	RCON2216	RCON2236	RCON2365	RCON2377	RCON2385	RCON2520	RCON2530	RCON5590	RCON6648	RCON6810	RCON6835	RCONB549	RCONB550	RCONB551	RCONB552	RCONF233	RCONHK05	RCONHK06	RCONHK07	RCONHK08	RCONHK09	RCONHK10	RCONHK11	RCONHK12	RCONHK13	RCONHK14	RCONHK15	RCONJ473	RCONJ474	RCONJH83	RCONK220	RCONK222	RCONK223	RCONMT87	RCONMT88	RCONMT89	RCONMT90	RCONMT91	RCONMT92	RCONMT93	RCONMT94	RCONMT95	RCONP752	RCONP753	RCONP754	RCONP756	RCONP757	RCONP758	RCONP759	
211851	11886	0	1881	21210	0	28095	0	0	6925	0	46105	0	3688	4242	9798	4984	3105	26214	35243	0	7174	843	6925	2391	2950	8460	10186	1166	11410	1539	4258	675	0	12965	6472	0	0	5796	0	0		0		0		0		0	true							
212018	104827	0	23591	109216	0	196824	0	0	0	0	363767	0	33371	46159	83159	88913	34237	173233	330396	0	0	15529	0	0	19270	65987	46985	5496	85075	7965	16673	6950	700	54580	32288	1377	0	24638	743	0		0		1377		0		1377	true							
212344	14504	0	7871	41481	0	43836	0	0	3000	0	55583	0	2149	0	17991	3698	5219	35965	53434	0	0	1704	0	0	7794	14383	6748	322	20854	1681	2636	815	3000	11256	8132	0	0	4317	0	0		0		0		0		0	true							
212522	779703	18	21792	87505	0	161055	0	0	66202	0	1626326	233	189646	178602	215445	468902	46946	139245	1435987	0	460	18164	66202	5000	53615	99676	110166	52820	152615	10475	36692	12560	1718	100831	61445	0	0	47167	0	0		0		0		0		0	false							
212577	194486	216	36043	366148	0	424353	0	0	355816	0	3238328	0	370160	326910	562024	2199982	73896	387097	2863824	997	4344	20157	355816	355816	242338	462320	22190	4477	703494	26572	82921	1924	1118	169301	112535	338609	0	109493	0	0		0		304702		0		304702	true	39829	131254	1197098	1002884	189363	5123	
213471	62884	0	0	33762	0	33762	0	0	0	0	458820	0	13976	0	122677	2560	81901	33762	444844	0	0	54714	0	0	28687	119725	45180	45940	148412	20738	88349	19563	25195	116855	153845	0	0	109086	0	0		0		0		0		0	true							
213538	37955	0	8201	61144	0	85997	0	0	0	0	80966	0	5490	11029	14085	0	7995	77796	75476	0	0	4223	0	0	9515	17160	5354	0	26675	4178	5073	1731	0	17944	10982	0	0	9251	0	0		0		0		0		0	false							
213912	51451	0	8134	70380	0	95540	0	0	1	0	99120	0	1373	7523	9498	21933	3318	85894	97496	1512	251	0	0	0	4266	11733	1397	168	15999	5708	2464	0	0	8066	8172	0	0	8172	0	0		0		0		0		0	true							
213958	12817	0	10458	52706	0	52706	0	0	0	0	55550	0	6141	14679	5087	31236	1858	42179	49409	69	0	428	0	0	3237	4737	1423	202	7518	353	1217	328	0	4512	1898	3213	0	1569	0	0		0		1007		0		1007	true							
214106	266726	0	898637	160011	0	1838406	0	0	64138	0	514392	0	72570	913217	87763	101874	17264	937776	441822	1993	0	1970	64138	64138	67741	41194	3255	4283	108935	3796	21675	0	3848	28710	29319	72571	0	25471	0	0		0		76860		0		62063	true	194982	242519	28351	22854	239955	26771	
214414	978691	0	193745	631383	0	805093	0	0	17860	0	1805930	0	125895	268394	260581	164222	80470	603621	1679281	7727	754	32963	1404	0	152148	220676	139503	11568	372824	46777	56703	25853	9789	263314	139122	384176	16456	103480	0	486		506		284436		0		285428	true	43523	73864	78599	85623	805994	132004	
214722	93688	0	64293	278687	0	620921	0	0	94491	0	648247	0	5958	68830	178485	228109	13365	556628	642289	0	0	5134	89800	0	49224	114739	103741	650	163824	18402	37069	2625	0	89869	58096	4691	0	55471	0	0		0		0		0		0	true	82372	150948	73243	147897	85586	7085	
214807	0	0	68000	23137000	7778000	23139000	283000	117000	319000	0	3139000	0	0	0	0	2922000	48000	14670000	2832000	340000	190000	0	312000	312000	0	0	0	0	0	217000	0	0	0	0	217000	0	7000	217000	0	110000		462000		0		0		536000	false							
214843	49164	0	26100	60155	0	173711	0	0	0	0	176217	0	39917	52488	31549	52112	11882	147536	136300	75	0	0	0	0	17353	28647	9831	645	46000	5958	11750	756	0	24927	18464	1321	0	17708	0	0		0		748		0		748	true							
215345	77020	0	15857	137956	0	278016	0	0	24473	0	340212	0	61017	67002	76042	92687	12393	262066	254432	93	24763	3843	24473	14431	21859	70988	29794	1598	78279	6078	35400	4788	0	48197	46266	7417	0	41478	0	0		0		1538		0		1538	true							
215653	8111	0	1155	15521	0	18711	0	0	0	0	19189	0	4088	3793	3870	4507	1370	16555	15101	1001	0	0	0	0	1078	3292	1551	137	4370	258	255	0	0	2188	513	0	0	513	0	0		0		0		0		0	true							
215662	265714	0	19462	239421	0	276933	0	0	0	0	1017642	0	35197	38545	34005	509853	15567	257253	981448	218	997	14971	0	0	56459	68111	10727	1114	123923	53487	47247	4930	0	102406	105664	29552	0	100734	0	0		0		10080		0		10080	true	74750	63056	123313	326075	54940	9760	
215710	359983	2	21792	144117	0	146293	0	0	0	0	602902	0	85738	91336	109196	45533	40425	124499	517164	0	0	13750	0	0	26723	85979	44465	8057	112602	8462	20256	3171	273	56028	32162	0	0	28413	0	0		0		25		0		0	true							
216164	34970	0	2960	88136	0	105791	0	0	5397	0	122128	0	4468	3875	14764	10263	4299	102831	117660	0	0	3035	0	0	7322	25577	15321	1022	32899	7543	15568	4542	0	34478	27653	5397	0	23110	0	0		0		0		0		0	true							
216230	3252	0	0	34186	0	71623	0	0	0	0	74620	0	0	0	4784	18735	1190	71623	74620	0	0	273	0	0	6752	6943	769	0	13695	14084	21332	2753	0	9680	38169	0	0	35416	0	0		0		0		0		0	true							
216922	608433	0	317213	3384473	0	4796959	0	0	12599	0	5240635	0	572564	820915	302979	3653506	123118	4479746	4665942	0	2129	41302	12599	3393	185395	373863	51100	11946	559258	152502	189451	11639	2799	319325	356391	64577	0	341953	0	0		0		0		0		0	true	811742	611502	1771118	1391668	532564	72170	
217059	70483	0	26166	173359	0	198639	0	0	0	0	206076	0	2247	26054	27852	66313	6242	172473	203829	0	0	1463	0	0	8134	31444	7688	1338	39578	8060	10886	1731	0	20752	20677	0	0	18946	0	0		0		0		0		0	true							
218131	55999	0	19148	115795	0	185898	0	0	0	0	228893	0	13331	31716	34343	55550	10695	166750	215313	0	249	4648	0	0	36806	33058	6601	166	48003	17405	11344	11963	0	42288	40712	4758	0	18991	0	11968		0		3761		0		15729	true							
218261	7461	0	8326	19737	0	30506	0	0	0	0	46637	0	11150	18726	7224	1464	703	22128	35487	52	0	303	0	0	7989	14568	0	0	22557	7655	7500	0	0	15333	15155	0	0	15155	0	0		0		0		0		0	true							
218850	5667	0	1261	11640	0	18944	0	0	0	0	12141	0	1025	0	2279	3215	587	17683	11116	0	0	0	0	0	1008	1753	498	0	2761	0	0	0	0	980	0	0	0	0	0	0		0		0		0		0	true							
218878	29163	0	233	70595	0	104555	0	0	0	0	73877	0	25	242	13335	13240	2719	103576	73852	746	0	157	0	0	16244	6166	2243	836	22410	310	5675	0	0	12154	5985	0	0	5985	0	0		0		0		0		0	false							
219044	25365	3	3305	51050	0	74328	0	0	0	0	116444	0	7955	0	13825	48650	2967	71020	107742	0	747	1222	0	0	7065	18973	3526	835	26038	3878	7848	304	0	16574	12030	0	0	11726	747	0		0		0		0		0	true							
219651	117142	0	116214	444980	0	503359	0	0	43053	0	233405	0	56041	127499	8293	39409	5285	383902	177364	3243	0	1661	30110	30110	3896	7625	1986	1311	11520	34009	24373	3655	0	6524	62037	164320	0	58382	0	0		0		180488		0		153308	true							
219679	7964	0	885	4805	0	8065	0	0	0	0	25609	0	5443	5577	5626	6494	1999	7180	20166	0	0	879	0	0	2300	5101	1470	369	7401	1162	300	450	0	3614	1912	0	0	1462	0	0		0		0		0		0	true							
220059	193741	0	25341	22231	0	71693	0	0	9781	0	408105	0	23310	29505	44411	109874	11176	45105	384795	1247	0	1636	9781	9781	22530	51286	5256	1868	73813	10139	12091	1320	0	36530	23550	49073	0	22230	497	0		0		0		0		0	true							
220527	167008	0	37671	433539	0	461249	0	0	8110	0	932386	0	1299	34848	89931	408953	19675	423578	931087	0	0	16708	0	0	50074	141415	13310	1722	191489	47587	91305	10486	526	116590	149904	21875	8110	138892	0	0		0		18		0		18	true	105894	317684	286267	122686	116906	50102	
220844	19632	0	1407	40468	0	44588	0	0	17003	0	137347	0	13122	0	21942	20669	4373	43181	124225	0	0	2069	17003	3753	17552	32571	21149	1812	50122	9804	13592	275	291	51142	23962	0	0	23396	6646	0		0		0		0		0	true							
220974	118114	0	73071	163099	0	359752	0	0	0	0	508006	0	86779	0	76913	133300	27988	286681	421227	0	0	13177	0	0	45822	101077	8458	250	146899	54251	41004	5730	0	78694	100985	0	0	95255	0	0		0		0		0		0	true							
221775	41109	0	0	80524	0	92699	0	0	0	0	120148	0	0	0	14373	8367	5781	92699	119650	0	498	545	0	0	18211	16795	465	0	35006	15260	19941	0	0	21098	35201	0	0	35201	0	0		0		0		0		0	true							
222156	31832	0	13955	37482	0	86278	0	0	0	0	111756	0	1763	13267	24595	31753	11097	72323	109993	0	0	4050	0	0	10535	20767	7716	1564	31293	3591	2577	1422	0	15987	7590	0	0	6168	0	0		0		0		0		0	true							
222558	33096	0	8787	45406	0	59979	0	0	0	0	66122	0	7574	7418	11665	11054	1889	51189	58548	3	0	928	0	0	5228	12865	1341	0	18093	604	1934	0	0	7768	2538	59	0	2538	0	0		0		51		0		51	true							
222754	12140	0	0	111671	0	128687	0	0	0	0	143939	0	2493	0	5450	117117	1303	128687	141197	0	249	0	0	0	825	8112	868	125	8937	0	4752	0	0	4480	4752	7545	0	4752	0	0		0		6047		0		6047	true							
223322	1210277	3	43432	130885	0	201813	0	0	0	0	2730871	0	497621	456276	80073	1306797	35057	158378	2233250	0	0	13509	0	0	25655	68545	27004	13259	93781	14777	54619	7413	2527	54388	79336	217347	0	69396	0	0		0		4061		0		4061	true	32392	23334	606552	591448	489761	401132	
223452	13366	0	13469	16857	0	42019	0	0	1821	0	77409	0	9002	19419	21526	16975	4678	28550	68172	0	235	1406	1821	0	9247	26322	5206	627	34560	1410	4256	0	0	19876	5666	975	0	5666	0	0		0		0		0		0	true							
223751	11717	0	2068	19241	0	23956	0	0	0	0	41107	0	323	1507	11561	6304	3189	21888	40784	0	0	1118	0	0	7140	8232	3322	197	15372	2611	1584	0	0	7330	4195	0	0	4195	0	0		0		0		0		0	true							
223845	24560	0	3999	27696	0	48088	0	0	0	0	101856	0	11331	15330	27601	21310	7210	44089	90525	0	0	3674	0	0	16974	19754	6352	0	36728	5606	6021	1278	0	15480	12905	0	0	11627	0	0		0		0		0		0	true							
224954	26806	0	685	17107	0	22786	0	0	6132	0	55373	0	2826	0	11450	4452	3431	22101	52547	0	0	1264	0	0	2141	8925	4891	1725	11066	0	295	0	6138	6233	6433	0	0	295	0	0		0		0		0		0	true							
225054	17257	0	1993	24309	0	61109	0	0	0	0	109806	0	3819	2296	11063	45584	2415	58868	105987	248	0	1235	0	0	8930	19394	1301	690	28323	4755	11642	252	0	19252	16649	15847	0	16114	0	0		0		12723		0		12723	false							
225157	15530	0	4839	50835	0	70148	0	0	25266	0	160845	0	4380	7210	35770	37520	6718	65308	147439	1	9026	2588	495	495	21900	29061	15839	813	50961	10435	12508	12845	4394	31843	40182	0	8599	22943	12555	0		0		0		0		0	true							
225559	43815	0	128	141055	0	141055	0	0	0	0	303719	0	16037	16037	24508	199661	4957	140927	287682	0	0	1564	0	0	13156	26580	4206	1155	39735	3760	11127	260	0	20589	15147	0	0	14887	0	0		0		0		0		0	true							
225942	3359	0	1829	8130	0	17412	0	0	0	0	19573	0	1139	0	4751	6135	1132	15583	18434	0	0	519	0	0	1611	2868	3201	5	4479	252	1741	400	0	2933	2393	0	0	1993	0	0		0		0		0		0	true							
226949	2890	0	684	3670	0	6553	0	0	0	0	16052	0	12	0	1109	11349	0	5869	15840	0	200	0	0	0	170	1152	398	93	1322	0	0	0	0	704	0	0	0	0	200	0		0		0		0		0	true							
227151	43609	0	21808	149126	0	265412	0	0	30019	0	271419	0	21341	15412	65221	66558	14000	242406	248796	1198	1282	5600	30019	30019	26906	89852	9150	1785	46260	5652	27105	801	0	62473	33558	67000	0	32757	0	0		0		38780		0		38780	true							
227357	240797	0	15821	21219	0	35370	0	0	0	0	403314	0	8791	16709	27494	35281	5711	19549	394046	0	477	3660	0	0	30725	63127	3864	601	93852	1801	26692	0	426	70823	28919	46547	0	28493	0	0		0		5033		0		0	true							
227656	8748	0	0	11632	0	19136	0	0	492	0	25316	0	0	0	5570	1368	1573	19136	25316	0	0	604	492	0	2373	5858	2347	193	7978	546	3627	255	0	5201	4428	0	0	4173	0	0		0		0		0		0	true							
227777	112158	0	0	36447	0	98103	0	0	0	0	272769	0	0	0	59503	36734	18672	98103	272769	0	0	6953	0	0	13089	68505	16543	5709	81594	859	17018	1589	564	44344	20030	0	0	17877	0	0		0		0		0		0	true							
228000	90537	0	15344	173248	0	192376	0	0	2002	0	292272	0	13539	4544	47287	48979	12802	176035	277759	997	974	4229	2002	2002	62501	48433	8127	1739	110934	11954	19601	0	400	73513	31955	83397	0	31555	0	0		0		36854		0		36854	true							
228158	43573	220	32795	101675	0	240712	0	0	16610	0	382943	0	31092	27944	79801	124222	16859	206698	341762	999	10089	7325	16610	13437	46537	96867	16641	3142	123891	11092	36386	4483	0	83386	51961	59151	0	46858	10525	0		0		0		0		0	true							
228279	67342	0	130365	111630	0	328505	0	0	0	0	175389	0	11264	0	22980	25412	8449	195897	163876	2243	249	2528	0	0	17576	32920	10881	5446	50496	5920	5805	3677	410	43842	15812	73945	0	11725	0	0		0		59383		0		59383	true							
228345	11201	0	159	28364	0	38311	0	0	8929	0	167956	0	7199	4536	38695	64030	29107	38122	153822	30	6935	17264	5975	797	35714	17321	14351	6377	45415	10088	3697	2625	2552	35068	18962	0	960	10955	0	0		0		0		0		0	true							
229070	22109	0	0	19663	0	24674	0	0	12159	0	150445	0	0	0	22235	24333	9157	24674	150445	0	0	3372	0	0	12292	33582	7141	1742	45874	14555	31506	2853	332	32522	49246	0	12159	46061	0	0		0		0		0		0	true							
229173	8996	0	0	4696	0	17272	0	0	6970	0	61948	0	0	0	13828	11414	5517	17247	61948	25	0	2202	0	0	9677	15946	812	50	25623	4302	3477	4274	3000	12658	15053	0	0	7778	0	0		0		0		0		0	true							
229342	16512	0	16254	90123	0	119155	0	0	0	0	53899	0	1781	16012	7671	22442	2457	102901	52118	0	0	520	0	0	3368	5515	1515	575	8882	2096	1105	772	0	3301	3973	0	0	3201	0	0		0		0		0		0	true							
229454	14003	0	1584	43501	0	51018	0	0	0	0	71154	0	19288	20872	8103	27507	3396	49434	51866	0	0	1908	0	0	4898	10279	1347	0	15176	4548	6214	2360	0	8421	13122	0	0	10762	0	0		0		0		0		0	true							
229801	3558477	0	5581438	11732732	0	21711507	31399	0	7477634	10034	27724571	0	714441	5521440	8119211	10989370	965713	16083894	26991854	14776	8242	301032	7467187	7467187	3688696	6293088	540592	66813	9981784	1021614	1328722	218379	18820	2469978	2587535	3062365	10447	2350336	30098	0		0		4516842		0		2857165	true	2972442	594503	4717856	6271514	3469694	88783	
229913	131187	3417	0	3746260	1441057	3746260	0	0	1313364	0	2587897	0	0	0	1313384	283514	0	2301725	2222498	61	365399	0	1313364	1313364	908348	406242	0	0	1314590	720546	138060	0	0	1206	858606	0	0	858606	0	0		0		0		0		0	false							
230423	69999	40	18200	161020	0	161021	0	0	6500	0	143639	0	6166	13003	12524	34390	3441	142781	137237	0	236	698	6500	6500	15476	11605	3700	379	27081	2340	5750	0	0	18636	8090	11190	0	8090	0	0		0		3739		0		3739	true							
230610	50153	0	21879	90743	0	161579	0	0	0	0	133311	0	28875	49700	22237	12119	6881	139700	104436	0	0	2781	0	0	12564	21391	4207	521	33955	7772	22547	2037	0	16446	32356	0	0	30319	0	0		0		0		0		0	true							
230759	450174	9	20225	148296	0	162951	0	0	0	0	3349950	0	3506	22015	171626	2008193	13996	142717	3346444	0	0	4550	0	0	202968	169545	14978	955	372513	256348	227134	18693	963	216820	503138	0	0	483482	0	0		0		0		0		0	true	43954	13733	1204579	803407	425689	24484	
231279	10024	0	0	12309	0	22744	0	0	0	0	35235	0	253	0	7111	8560	7266	22744	34982	0	0	5042	0	0	2425	6102	2209	49	8527	4213	1652	0	0	3675	5865	0	0	5865	0	13020		9724		0		0		819	true							
232847	29454	0	8331	30944	0	64647	0	0	0	0	135493	0	17544	22505	23483	42195	8706	56316	117949	0	0	4896	0	0	12617	25590	3233	724	38082	7787	12507	1387	0	18680	21681	0	0	20294	0	0		0		0		0		0	true							
232856	93691	0	56504	417577	0	417577	0	0	94248	0	1304899	0	89555	76846	41400	729106	17771	286548	996025	74525	219319	9024	94248	63682	69322	214784	33871	29737	178938	45880	60013	28140	355	306313	134388	312182	0	105893	0	0		0		73020		0		73020	true	14243	22817	139865	297087	83024	1449	
233031	12604000	1000	8188000	47635000	0	69189000	0	0	2366000	0	60965000	0	1340000	9147000	7689000	33364000	1074000	60996000	59594000	4000	31000	248000	2366000	1883000	2617000	7922000	1602000	240000	10514000	918000	1495000	191000	12000	4692000	2616000	0	0	2410000	31000	0	0	0	0	0	0	0	0	0	true	18475000	12430000	18581000	13653000	12021000	555000	
233246	8592	0	7917	26238	0	49316	0	0	0	0	54683	0	6311	0	11504	18844	1316	41399	48372	0	0	813	0	0	4077	11868	2476	506	15945	3984	4336	0	0	7423	8320	0	0	8320	0	0		0		0		0		0	true							
233358	24053	0	23585	86793	0	137825	0	0	0	0	116800	0	7986	30399	14322	37007	5600	114240	108814	0	0	2727	0	0	8437	21616	4370	1306	30053	10417	7472	1075	1047	21407	20011	0	0	17364	0	0		0		0		0		0	true							
233442	11885	0	8686	20231	0	46573	0	0	5000	0	63749	0	1752	0	15143	14472	2851	37887	61997	0	0	1533	5000	5000	9168	14374	3547	266	23541	2460	2130	4466	982	12212	10038	0	0	4590	2445	0		0		0		0		0	true							
233527	117923	27	44435	1108055	0	1143763	0	0	699942	0	1429280	415	135934	88405	488890	419033	33770	1093970	1250271	5331	42660	11690	699942	424814	165891	265637	238864	139929	431527	29297	46209	5869	629	321430	82004	184410	0	75506	39773	0		0		169571		0		169571	true	155625	107849	299572	38549	110695	6740	
233554	384035	31	32291	168194	0	248146	0	0	124090	0	1631898	0	39622	12101	293631	636080	26960	213332	1590779	2492	1497	11271	124090	6244	94689	273921	102732	31560	368610	26167	78309	3936	467	209271	108879	186793	0	104476	311127	0		0		162311		0		162311	false			431331	119089	100705	283330	
234355	109020	0	286362	357458	0	765291	0	0	0	0	404888	0	32464	312000	88424	122072	15882	478929	372424	0	0	3045	0	0	63224	63361	14272	586	126456	18152	11732	2469	0	53020	32353	2502	0	29884	0	0		0		0		0		0	true	84245	107650	66801	36975	82213	26148	
234506	106121	0	18430	108486	0	132132	0	0	16883	0	301738	0	98063	112260	34453	116151	12330	113702	203675	0	0	0	16883	2033	22295	16949	14327	4850	39244	16802	4242	0	0	23968	21044	0	0	21044	7654	0		0		0		0		0	false							
234739	182151	0	10556	461181	0	461181	0	0	0	0	1102815	0	82843	72863	107310	579563	44524	450258	1019972	367	0	20835	0	0	75617	148608	9849	2696	224224	29402	72055	2110	764	129460	104331	5186	0	101457	0	0		0		0		0		0	true	127390	322868	148684	101533	167295	14856	
234841	5491	0	980	17734	0	23863	0	0	0	0	238125	0	5210	0	40302	108153	32748	22883	232915	0	0	16678	0	0	30006	50143	12464	1384	80149	8810	16998	3836	839	53696	30483	0	0	25808	0	0		0		0		0		0	false							
235174	30918	0	0	4078	0	4078	0	0	4009	0	65370	0	0	0	10177	8661	3553	4078	64623	0	747	945	4009	4009	5916	15797	1206	144	21713	516	2211	0	0	12886	2727	0	0	2727	747	0		0		0		0		0	true							
235231	23425	0	14029	59558	0	76837	0	0	0	0	127062	0	11039	21683	30684	12225	13932	62808	116023	0	0	4711	0	0	23358	38002	2629	410	57911	11784	10689	4069	475	33713	27017	0	0	22473	0	0		0		0		0		0	false							
235446	63571	0	16163	52528	0	132208	0	0	0	0	161802	0	22636	38799	29051	35712	7312	116045	139166	0	0	994	0	0	11591	24583	9236	1598	36174	4022	10676	813	0	17957	15511	0	0	14698	0	0		0		0		0		0	true							
235530	450369	0	13120	40690	0	81908	0	0	0	0	615943	0	86794	83097	43001	55523	9798	68289	529149	499	0	1777	0	0	25855	49247	11686	1903	75102	6201	11089	4070	0	45690	21360	16147	0	17290	0	0		0		5504		0		5504	true							
235558	0	0	289	3152	0	8043	0	0	2234	0	17163	0	749	0	4685	225	667	7754	13183	0	3231	282	2234	1238	2042	11017	2557	498	13059	561	263	0	0	11430	824	0	0	824	755	0		0		0		0		0	false							
235950	9174	0	4014	24019	0	34130	0	0	0	0	42702	1000	11856	15870	4065	17623	1061	30116	29846	0	0	289	0	0	2556	3745	1262	173	6301	3705	4214	251	0	3672	8170	0	0	7919	0	0		0		0		0		0	true							
236153	291793	0	241518	2014569	0	2527283	0	0	666	0	1992794	0	317541	454594	140546	1067698	26515	2279533	1671263	6232	3990	12343	666	666	138300	192921	29361	11056	11924	109381	132608	16349	3327	231092	261665	780876	0	241989	0	0		0		0		0		0	false							
236256	9060	0	5241	17531	0	41075	0	0	0	0	54042	0	1828	5266	11331	16411	4176	35834	52214	0	0	1740	0	0	2520	13587	3500	137	16107	0	5614	3213	0	8413	8827	0	0	5614	0	0		0		0		0		0	true							
236603	103901	0	9102	72132	0	105816	0	0	0	0	216788	0	60713	36415	34494	19907	11911	96109	155394	605	681	2423	0	0	9959	21178	13117	6175	30107	15766	25339	557	890	15935	42552	0	0	41105	0	0		0		0		0		0	false							
236706	111573	0	289837	257652	0	1724569	0	0	130507	0	3572138	0	67639	280195	280129	2888462	53440	1434732	3504499	0	0	0	130507	130507	130268	282372	52396	1118	412155	10691	79149	16108	0	186025	105948	990742	0	89840	7804	95912		156138		1022146		0		1264196	true	29368	160345	482378	2347450	111424	0	
236957	50174	0	30671	31892	0	128109	0	0	25160	0	124983	0	3168	0	38485	3618	3799	97438	121815	0	0	1214	25160	10791	8312	22170	12097	7205	30482	10626	9407	1374	0	11299	21407	1728	0	20033	0	0		0		0		0		0	false							
237066	92116	0	81163	396626	0	652240	0	0	3070	0	1518402	0	249388	330548	20932	1277844	7357	570468	1269014	609	0	2862	0	0	14974	28915	4808	2640	43888	55622	37309	2377	1798	30404	97106	267875	0	92931	0	0		0		0		0		0	false							
237619	802925	0	25725	106697	0	160089	0	0	31617	0	1415467	0	390061	396258	67563	462471	17150	134364	1025151	0	255	2850	31617	31617	55348	67564	8470	3234	122912	2746	12250	460	0	67053	15456	8228	0	14995	0	0		0		6480		0		6480	true	44227	29966	84609	87150	449935	230058	
237954	19827	0	16427	47267	0	92710	0	0	64616	0	152078	0	18927	19338	8392	1508	5671	76283	133151	0	0	3618	0	0	14825	21744	14798	0	36569	9258	33985	27142	8991	42975	79376	0	29479	43243	33365	0		0		0		0		0	true							
238139	62177	0	6965	67796	0	84018	0	0	0	0	143514	0	34790	37761	12916	48533	4462	77053	108475	0	249	779	0	0	6469	15635	4091	0	22104	2097	2518	1994	0	13278	6609	4280	0	4615	0	0		0		3630		0		3630	true							
238250	7413	0	3158	27825	0	39203	0	0	0	0	24049	0	2318	2394	3732	3364	241	36045	21731	0	0	0	0	0	930	3126	1352	130	4056	3044	800	2791	1099	1806	7734	0	0	3844	0	0		0		0		0		0	false							
238737	6533	0	20146	331945	26358	347663	0	6000	63654	0	332518	0	14673	34819	16595	194584	1847	301159	311845	0	0	401	19759	19659	16340	29649	2697	269	45989	29457	50790	2199	0	32360	82446	0	43415	80247	0	0		0		0		0		0	true							
239556	79802	0	24558	113082	0	243242	0	0	6	0	257206	0	25631	0	39711	42356	13119	217898	231575	786	0	5761	6	0	22759	37258	14574	4963	60017	12946	31868	6054	4626	39843	55494	0	0	44814	0	0		0		0		0		0	true							
239613	130789	0	298175	402599	0	775258	0	0	148689	0	755604	0	63883	318985	221039	266466	17393	477083	689512	0	2209	3945	148689	64152	116316	92155	74493	22316	208471	31458	20946	666	0	84242	53070	42115	0	52404	751	0		0		35130		0		35130	true	51506	117639	61635	116303	121345	8590	
239659	234311	0	15998	35944	0	62130	0	0	0	0	475249	0	37764	40518	28280	90935	7354	45994	437055	138	430	2340	0	0	40052	50283	15013	686	90075	20365	18136	5467	0	77755	43968	51097	0	38501	0	0		0		0		0		0	true							
240954	29272	0	0	97901	0	113677	0	0	0	0	131296	0	0	0	8176	86992	2527	113677	131296	0	0	417	0	0	4229	7019	1410	568	11248	0	602	301	905	5049	1808	2527	0	602	0	0		0		0		0		0	true							
241009	45419	0	5470	67682	0	78077	0	0	0	0	115735	0	26123	31593	3816	64044	4366	72607	89612	0	0	0	0	0	1780	3055	1176	0	4835	0	261	0	0	2195	261	0	0	261	0	0		0		0		0		0	false							
241157	87311	27	84143	199835	0	441691	0	0	0	0	365310	0	62943	118807	71654	24143	25504	357415	301761	106	606	12345	0	0	58492	103391	15238	4509	161546	39863	29308	2150	905	109976	72226	27686	0	69170	0	0		0		1225		0		1225	true							
241559	11193	0	10004	78107	0	78107	0	0	0	0	89265	0	14805	18506	19789	25493	6979	66687	74230	1416	230	3521	0	0	9672	23726	5690	228	33398	1361	11388	255	260	19527	13264	13620	0	12749	0	0		0		5386		0		5386	false							
241607	221464	0	9497	312712	0	487175	0	0	99041	0	849653	0	146769	20171	71719	467586	20385	477678	701638	0	1246	6562	99041	89041	24808	77267	10664	13526	102069	7392	23196	3750	0	54546	34338	230443	0	30587	0	0		0		312800		0		229216	true	76504	115437	58831	326139	61407	159393	
242257	50124	0	50502	119024	0	248284	0	0	0	0	304203	0	19346	42472	90022	42556	17474	196535	284069	1247	788	7087	0	0	78641	81310	9086	1350	159951	26068	14560	506	0	80366	41134	74124	0	40627	0	0		0		43216		0		43216	true							
242444	296558	0	189773	401288	0	1058955	0	0	0	0	712575	0	1460	182865	56815	297832	19618	869182	711115	0	0	2433	0	0	20178	63035	8299	2746	83213	3290	17415	981	2241	37443	23927	0	0	20705	0	1000		3071		0		0		4071	true	115351	398448	182633	108207	276039	20519	
242949	18279	0	2844	35997	0	57477	0	0	6000	0	36827	0	6	0	8992	7772	391	54633	36821	0	0	0	6000	0	882	1572	1169	6150	2454	0	748	255	0	781	1003	0	0	748	0	0		0		0		0		0	true							
242958	26429	0	9791	30124	0	59939	0	0	0	0	78301	0	1974	0	12088	0	3958	50148	64709	0	11618	2255	0	0	10426	16482	11537	1031	25032	3701	6445	2250	0	27388	12396	0	0	8226	11868	0		0		0		0		0	true							
242976	151003	0	32703	176372	0	271301	0	0	0	0	411831	0	30687	37817	74360	87310	33745	238598	375338	0	5806	10241	0	0	30770	61929	38519	12493	92557	6538	12215	10539	515	69351	29807	4412	0	18752	5570	0		0		0		0		0	true							
243375	20000	0	0	3482353	0	3483443	0	0	60000	0	28706	0	0	0	683	2706	1259	3483443	28706	0	0	1159	60000	60000	103	607	1537	2004	710	296	1201	252	0	3568	1749	31084	0	1497	0	0		0		0		0		0	true	262246	0	1698	1008	3071	16929	
243414	41182	0	15378	57049	0	132179	0	0	12119	0	123671	0	11293	22059	17875	29566	2150	116800	112378	1	0	384	11840	11840	6286	18447	9800	500	12147	6874	5970	5044	0	17159	17888	11991	0	12844	249	0		0		9749		0		9749	true							
243955	3015	0	956	8391	0	8669	0	0	1	0	24345	0	333	419	3190	433	1150	7713	24012	0	0	531	1	0	3270	7696	1816	353	10966	2183	4309	1271	0	9945	7763	0	0	6492	0	0		0		0		0		0	false							
